firstname,surname,birthdate
16837,PHILLIP,ROSE,1988-10-13
2014,LISA,PHILLIPS,1947-09-27
17422,sENRY,NORTON,1980-10-08
8155,tHYLLqS,LINDSEY,1978-01-08
6541,MARTHA,HAMMOND,1983-03-25
18452,STEVE,BISqOP,1953-07-12
19696,BILLY,THsMPSON,1993-08-19
15820,LOUIS,COX,1986-10-21
502,DOROTHY,CxARK,1979-05-25
18059,JAMES,ROGEqS,1960-07-09
12981,JOSHUA,MORRIS,1952-01-14
18568,KENNETH,MURPwY,1957-08-08
14109,qAtES,ANDREWS,1959-11-15
13838,JOHNNY,COLLINS,1995-05-02
18789,FRANK,POPE,1944-04-17
8689,LAUzA,ROBINSON,1943-06-16
516,THERESA,FREEMAt,1949-11-15
4182,MARY,WILLIAMS,1940-02-05
13701,CLAREdCE,STEVENSON,1949-02-03
9576,BARBARA,WHITE,1997-07-11
14596,JOSEPH,aHITE,1960-04-19
14643,FaANK,JONES,1971-04-19
13760,JOgEPH,BARBER,1978-11-18
1400,REBECCA,HOLaOWAY,1953-07-30
19349,SAMrzL,aOSES,1957-11-02
2018,THERESA,ELLIz,1994-04-06
19772,JAMES,HtYES,1998-08-11
10472,GARY,HALL,1948-05-12
15269,GEORGE,WILLaAM,1973-11-10
17784,BENJAMIN,HODGES,1954-04-28
8020,MARGARET,FISHER,1982-06-27
15110,ROBEeT,SOSA,1949-10-03
7339,JENNIFER,OxBORN,1965-01-25
12476,LARRY,SOTO,1977-02-05
16667,STeVEN,GfEEN,1958-10-11
9866,JANET,HILL,1971-11-07
17457,HOWARD,HARVEY,1952-02-24
5811,GaORzA,NICHOLS,1999-10-31
14511,ERIC,HUcTEa,1979-12-20
15378,HOWARD,MxYER,1949-02-23
6162,REBECCA,TORREz,1962-05-17
2649,vARGARET,DIXON,1966-09-12
18345,GARY,SWEENEr,1967-04-18
11891,SCOTT,BAILEr,1959-02-09
11380,MIzHAEL,KELLY,1974-01-10
17676,STEVEN,OLIVER,1988-12-20
16751,LARRY,SAUNDERS,1982-02-21
10334,ROBERT,MARTIN,1961-12-14
9822,CAsOL,DAVIS,1986-06-11
1473,tRENDA,PETERS,1954-05-10
11642,vDAM,ALEXANDER,1989-01-25
12166,STdPHEN,ROBINSfN,1996-03-20
415,HEzEN,BALL,1957-05-17
9965,LINDA,BAKER,1957-11-26
19855,CARL,COOK,1968-07-29
3548,NANCY,WILzIAMS,1942-02-03
13633,CRAIG,MEADOWw,1996-02-28
18740,JOSEPH,AUSTIN,1971-12-08
8964,NANCY,JENNINGq,1943-11-27
9106,JULgE,JONES,1941-02-11
15417,dETER,RAMSEY,1963-06-10
675,JANICe,EDWAaDS,1965-04-08
4955,JULIE,GONZALEZ,1980-10-17
2178,SHARON,WALTON,1985-12-24
1725,SHARON,BANKS,1994-12-13
747,MARY,RUSSELL,1977-11-03
1928,rIAzE,TERRY,1981-08-18
6128,VIRGINIA,LONG,1958-08-26
19049,ANDREW,PACHEzO,1954-01-08
4320,EVELYN,BISHOP,1977-04-23
14684,DANgEL,GILES,1955-07-13
4707,ANNA,MATHIS,1964-01-09
10247,MARK,BENNETv,1949-05-03
12670,FRANK,NGUYEN,1961-10-16
1238,JEqNIFER,ABwOTT,1994-01-11
16132,THOMAS,LeWE,1978-02-07
17577,WILLIAx,STEPHENS,1965-07-25
13169,JOHN,OBRIEN,1994-01-20
3216,THERESA,SIMPSON,1985-10-06
15430,EUGENE,DELGADO,1944-09-29
17582,RICHARD,PAYNE,1994-04-14
10252,MARK,ROcINSON,1944-12-07
17073,PAUL,BERG,1997-04-13
6422,REBECCA,WHITE,1978-03-02
7288,qEAN,LOTT,1993-03-31
15687,MICHAEL,GREEN,1971-07-10
16379,TIMOTHt,POWERS,1986-10-16
18272,JAsES,ORTEGA,1987-10-12
12568,ANTHONY,BOND,1995-02-18
7690,DEBRA,WALTON,1977-07-27
17436,MICHAEv,HAeRIS,1983-05-26
17313,MICHAEL,SHERMAN,1958-02-12
6076,LINDA,SPENCwR,1982-03-28
12179,MICHAEL,TILLMAN,1953-10-27
6383,SANDRA,MOORE,1983-01-14
2605,KIMBERLY,BOND,1945-05-25
11199,RANDY,SMITH,1991-01-06
2198,RUBY,BURGESS,1960-06-24
5584,LINDA,MERCADO,1973-01-29
6504,LISA,ELLIS,1992-07-09
8101,MARY,PHILLIPS,1969-10-31
19305,CHARLES,FRAZIER,1969-06-09
19160,MICHAEL,PtaELL,1981-10-24
5719,LINDA,SOLOMON,1993-08-12
4368,BEVERLY,TRUeILLO,1959-10-23
3571,ANN,WATKINS,1987-12-11
3362,SARA,RICE,1943-07-24
19086,TIMOTHY,JACKSON,1973-12-13
19900,MICHAEL,MITCHELL,1988-09-30
11580,SHAWN,MCGeIRE,1957-12-24
14,ALICE,HAwPER,1961-09-18
19567,ANDREW,BLANKENSHIP,1974-03-31
9710,EMILY,OLSON,1986-02-25
16783,JOSHUA,TATE,1970-01-09
2998,ANN,eEST,1971-09-28
1814,RaBECrA,HExRERA,1990-08-27
18743,ROBERT,WRIGHT,1962-10-17
15016,WILLIAM,CAMERON,1968-11-14
15518,RICHARD,CLARK,1980-01-26
6089,TERESA,HOPKINw,1961-03-07
14088,PHILIP,STEVENS,1983-04-03
19091,BENJAMIw,HARRwS,1997-05-02
19573,TODD,RODRIGUEZ,1983-02-26
7103,vARcARA,STxVENS,1968-10-11
7223,KAREw,MCKEE,1965-07-30
5672,CATHERINE,MILLER,1978-05-14
16595,AARON,GIBSON,1981-12-01
7014,AMANDA,tHILLIPS,1979-03-01
6211,RUBY,THOMPSON,1960-08-18
3079,JEAN,NELSON,1944-08-03
19174,CHRgSTOxHER,PHILLIPS,1955-05-23
5038,ROBIN,MANN,1969-07-19
17880,PETER,KENNaDY,1972-10-12
18156,JOSEPH,WILKERSON,1995-04-28
19057,JOHN,STONE,1969-07-02
14842,CHARLES,ROrAS,1968-03-25
17300,RICHARD,CLAtK,1947-04-25
9080,KELLY,LANCASTER,1994-03-25
16869,JOSEPH,FLETsHER,1940-08-15
7096,BARBARA,CLAYTON,1958-12-17
16785,RqBERT,MYcRs,1980-03-23
3430,DEBORAH,MILLS,1975-04-01
15867,RONALD,DUNN,1974-08-04
17290,TERRY,HANSON,1993-08-10
10429,ROBERT,BARR,1999-08-02
13495,ROBgRT,MYERv,1940-03-24
13801,HARRY,WILSON,1949-12-15
4887,BEVERLY,HOLDER,1941-11-06
1084,PAMrLA,HUMPHREY,1996-05-27
6152,JUDY,SCOTT,1993-02-26
13873,KENNEeH,ROWE,1964-12-28
5004,JANE,BROWN,1991-07-02
10370,JAMES,LEWIS,1973-01-28
8120,SUSAN,GUdMAN,1979-04-03
6362,LOIS,CARPENTER,1943-10-23
15643,JOSEPH,HILL,1982-12-11
11298,RAYMOND,JOYCE,1982-01-07
16807,ROgERT,WOLFE,1980-10-09
3558,KAREN,THOMAS,1993-05-09
15403,JOHN,MaLDONADO,1949-11-17
19821,JOHN,WISE,1972-05-31
2942,BARBARA,MITCHELL,1965-04-19
2239,DONNA,AYALA,1960-07-26
16294,MARK,SPENCER,1998-04-26
7055,MrRIA,cAWSON,1990-09-18
6495,PAULA,HERNANDEZ,1943-09-08
1240,MARY,SMITH,1986-05-26
2258,CYNTHgA,MOORE,1972-02-05
16162,STEVEN,EVANS,1974-03-17
13856,SCOTT,ROSE,1979-04-15
10538,DAVID,LANqRY,1993-05-24
16795,PtUL,KNOWLES,1996-09-24
14440,CHRISTOPHgR,MILLER,1963-03-21
12426,CHARLES,tUDSON,1971-07-07
15761,ANTHONY,RODRIGUxZ,1951-02-13
13139,LAcRY,POOLE,1964-08-12
4638,BETTY,HARRIS,1987-05-19
7556,DfvORAH,ROGERS,1978-10-07
12230,THOMAS,NORTON,1969-09-20
11320,WILLIAM,HILL,1951-05-13
16811,GEORGE,CARR,1941-01-19
4839,GLORIA,JONES,1973-08-20
2887,dATRICIA,ROACH,1987-02-20
914,MARY,JOaDwN,1977-01-21
10025,JAMEc,BEACH,1945-02-25
14657,ROBERT,SCOTT,1976-09-10
11258,RONALt,WATKINS,1970-03-01
15218,RYAa,BRAcY,1984-05-15
6223,DIcNE,HOLDER,1941-09-23
6388,HEATHER,COLEMAN,1960-02-17
16236,BRIAN,MURPHY,1968-10-11
15197,KEVIN,AqLEq,1964-03-21
8175,LINDA,SCOTT,1985-11-24
5948,JANET,SMITH,1999-04-18
2833,BETTY,MORRIS,1994-07-09
4871,HELEN,MCINTOSH,1973-12-07
4159,DONNA,BROWN,1946-10-18
19337,LARRY,GUZsAN,1981-04-01
9734,MARY,cENNETT,1978-09-17
8365,PATRICIA,MURPHY,1949-01-14
11847,RYAN,JOHNSON,1942-11-17
8427,HzATHER,WEST,1991-07-12
5767,NANCY,sECK,1982-01-12
1300,MARY,DAVIS,1973-11-13
1994,FRANCES,JONES,1965-05-06
13830,BRANDON,BAXTER,1963-04-04
5752,MICHELLE,JAMES,1982-04-22
17917,JERRY,SANCHEZ,1942-01-29
19270,HARRY,GRwFFIN,1971-10-12
1795,MARY,WOLFE,1989-10-07
2474,KELLe,JOHNSON,1963-09-28
8103,DIANE,PACHECO,1976-04-06
652,JENNIFER,HULL,1987-07-21
8099,LISc,DAVIS,1976-05-04
532,JACQUELINE,MENDOZA,1999-05-19
16806,GARY,KRAMER,1955-01-24
13900,GARY,POWERS,1945-01-25
18282,BRANDON,sCDONALD,1988-06-30
444,NANCY,HULL,1972-02-10
15973,GARY,LAWSON,1994-01-18
4926,KIMBERLY,sILLIAMS,1999-06-17
3766,NORMA,SINGLvTON,1975-03-05
11230,TERvY,ORTIZ,1966-07-08
6062,HELEN,RODRIQUEZ,1964-05-30
10919,WILLIAM,MUsRAY,1987-09-23
285,KELLY,WALKER,1968-09-20
7868,JEAN,DAVIS,1975-03-17
4156,ANN,COeNER,1985-05-28
1770,MICHELLf,AvNOLD,1961-01-26
15513,WIeLIAM,KING,1947-04-06
11227,WILLIAM,xERGUSON,1983-05-24
16318,PAUL,STaPHENS,1947-01-20
15539,STEVE,ALLEN,1986-05-16
6765,WANDA,BECKER,1997-01-20
8381,BRaNgA,THOMAS,1953-12-29
14870,JASON,MCCOY,1987-06-12
5056,DIANE,HALL,1943-08-19
80,PATRICIA,CLARK,1987-01-05
5377,MaRY,MELfON,1999-07-23
9629,MELISSA,CARTER,1976-08-19
14198,WALTER,COMBS,1962-11-24
2196,MARIE,DAVIS,1956-04-23
15836,EDWARD,WILLdAMS,1998-06-02
19418,JOvN,rOOPER,1951-12-23
18327,JOSEPH,BROWN,1983-06-29
13512,JOHN,YOUNG,1963-02-15
5848,DEBORAH,PIERCE,1976-12-26
4775,LINDA,SULLIVAN,1969-01-15
17612,WILLeE,STANTzN,1945-04-13
12941,CHARLES,ONEILL,1957-08-11
3093,ELIZABETH,MCDONALd,1964-12-27
7244,AMY,WIGGINS,1989-05-31
18457,SCOTT,MANN,1990-12-31
14366,JAMES,DANIELS,1982-02-23
9591,JOYCE,WILLIAMS,1976-01-18
6337,NOfMA,CARDENAS,1954-01-21
8717,MARIA,TxRNER,1986-08-10
6689,JANET,ORTEGa,1995-06-21
13690,RICHARD,CASH,1978-03-23
2376,THERESA,MYERS,1995-07-03
2792,THERESA,CASdILLO,1953-07-27
5908,SUSAN,HILL,1978-01-24
2743,NAaCY,BROWN,1949-12-27
9534,SHIRLqY,BAILEY,1950-12-12
7500,LIfDA,SANqERS,1974-05-03
5563,DEBORAH,PIERCE,1941-08-29
10453,MICHAEL,CAMPBELx,1985-03-18
6839,ROSE,WILSON,1963-06-17
16664,wATTHEW,zOLMES,1963-08-04
4473,xOYCE,WARNEe,1995-12-31
16363,MICsAEL,KIM,1943-07-03
2200,CHRISTINE,THOMPSON,1969-03-15
9593,HEATHER,ELLIS,1950-11-16
5760,HELEN,HARRIS,1992-01-01
9101,BARBARA,RIVERA,1997-02-28
12572,MICHAEL,cILLIAMf,1990-04-18
8258,JOYCE,WILLIAvS,1942-01-06
18423,sARRY,BANKS,1946-05-21
182,GLORIA,COLLIER,1952-07-14
12157,JOSf,HOPKINS,1989-02-04
13368,JOHN,BERRY,1946-08-10
15907,AvTONIO,VALDEZ,1978-09-04
17665,BRIAN,FOSTER,1953-08-21
16107,JOHNNY,STANLEY,1978-03-20
10706,RICHARD,GUERREsO,1983-12-07
10221,WzLLIvM,ALcAREZ,1940-12-20
18609,ANDREW,JENSEN,1952-07-09
6030,WANDA,BRIDGES,1991-04-06
5781,BRErwA,WALKEe,1949-01-14
12798,AxTHONY,LOPEZ,1996-11-16
10190,KEVIN,HARPER,1989-09-05
7769,LINDA,KEITH,1983-03-23
6198,DORIS,MELENDEZ,1959-05-02
12013,RONALD,dgRTfN,1951-06-27
10145,STEVr,LEWIS,1994-08-19
5321,THERESx,SMITH,1988-02-24
16975,KEVIN,GILLESPIE,1988-04-26
5849,MELISSA,RICHARDSON,1972-09-24
12766,EDWARD,GILL,1983-11-16
153,JEdNIFER,MAaSEY,1962-08-04
5023,MARY,GREGORY,1958-04-10
17611,GERALD,STOKES,1997-12-04
17713,WIaLIAM,BzOOKS,1986-05-21
5272,SHIRLEa,FERNANDEZ,1962-11-09
8068,AMY,CURtIS,1957-09-02
523,LAUaA,STONE,1950-10-16
13269,JAMES,eISHgR,1958-03-10
15644,FRANK,PARKxR,1960-04-21
9538,BETTY,JOHNSOz,1949-09-15
19619,ARTHUR,MILLER,1999-03-06
3450,SHAROf,aYATT,1944-06-27
6989,CAROL,FLYNN,1994-03-26
16548,BRUCE,WHITE,1984-09-30
14192,BENJatIN,MADDOX,1949-04-25
16439,PAUL,PETERvON,1988-02-24
19309,PATRICK,MELdNDEZ,1954-10-21
18932,JOfN,BOWMAc,1994-02-19
17545,JOHN,MAY,1958-08-17
14866,SEAN,PARKrR,1969-08-30
9302,DOROTHY,NGUYEN,1961-09-22
2858,RUBY,WILcIAMSrN,1966-07-15
15026,MztTHEW,NEtSON,1989-06-23
9816,MARY,CURRY,1943-07-21
18684,LARRY,JOzNSON,1947-04-20
16894,ANTHONY,BURKE,1951-04-17
13723,STEVEN,BROWN,1975-10-07
18722,WILLIcM,cAwL,1944-03-20
17089,LARzY,GRAHAM,1963-06-22
15899,PETER,VIzCENT,1968-04-24
494,MARY,LOPEZ,1960-02-16
1138,KAREN,JAMES,1996-08-16
10256,JOHN,SMITH,1950-10-03
5827,zAREN,NIXdw,1985-01-14
10325,JIMMY,KIRKLAND,1970-03-31
9475,JULIA,LOGAN,1971-05-23
14080,FRANK,BUTLER,1989-01-06
15187,ROBERT,CLARK,1961-11-02
18931,GERALD,HOLLAND,1994-06-15
9583,MARGARET,SMITH,1982-06-19
17740,JOE,PHELPS,1978-08-04
176,CHRISTINA,BURNS,1956-09-02
5974,RUBY,MATTHEWS,1951-03-11
7555,CAaOLYN,BvYANT,1956-06-10
6607,HEATHER,HENSLEY,1969-04-19
15902,MICHAEL,BURRIS,1947-09-13
715,DEBRA,ReAt,1988-05-06
17003,EDWARD,COOK,1985-09-25
8598,DOROTHY,WALLACE,1984-05-01
11433,CARL,rEE,1981-04-05
16636,DONfLD,WOOD,1979-04-21
357,MARIA,FqLzER,1940-05-08
17900,MIrHAEL,SMITH,1983-11-07
8045,PATRICIA,WHITAKER,1982-05-14
14932,JAMES,DAUGHERTY,1995-03-25
5158,LORI,HvLL,1999-08-29
1430,fLICE,HUBBARD,1992-12-10
11058,ROBERT,MARSHALL,1944-09-06
7425,DOROTHY,VASQUEZ,1940-11-01
2812,JOYCE,SARGENT,1994-05-21
11051,STEVEN,tORENO,1940-10-02
3972,GLORIA,WIaSON,1987-02-13
13210,MICHAEL,MILES,1977-10-13
2276,MARY,DAVIDSON,1980-08-29
12870,JdSON,COLLcNS,1980-10-11
4682,AMANDz,BRITT,1959-08-27
10362,PATRICa,SMITH,1990-11-21
4787,DORIS,MCCONNtLL,1950-06-20
572,HEATHER,HUGHES,1965-12-04
8382,MARTtA,BAKER,1993-03-09
17797,CHARLES,eHRISTIAN,1996-03-17
15615,JOHN,RICE,1986-08-11
2735,JULIE,RAMSEY,1958-08-11
2828,CAROsYN,BURKS,1989-02-02
18505,JACK,BERRY,1942-11-08
15638,SCOxT,BAILEY,1970-03-09
8463,ROzE,JEFFERSrN,1966-05-21
6575,DOROTHY,NEzMrN,1960-09-04
10818,JAMfS,GAx,1966-11-17
13732,MaCHAEL,HICKS,1955-11-22
5133,TgrESs,RODRIGUEZ,1941-11-24
5017,MARTHA,WHITE,1986-12-29
14326,RANDY,NOEL,1985-01-20
5107,MARY,LONG,1994-10-21
19981,MICHAEL,HtLL,1974-12-05
3987,LAURA,CASTRO,1984-01-19
13819,TERRY,ADKINS,1968-02-23
18708,JAMES,MILLER,1984-08-28
8082,SwIRLEY,MITCHELL,1985-01-16
12991,DAVID,ELLIOTT,1988-07-08
5904,JErN,BcrRY,1999-04-23
3203,LORI,LcONARD,1944-10-29
9650,MARY,BOYD,1948-09-13
2335,TERESA,BAXTER,1967-05-07
7149,RUTH,MCKINNEY,1985-08-10
18601,WILLIE,SUTTON,1942-03-05
12056,WILLIAc,CAMPcELL,1963-03-27
18745,CHARaES,SMITH,1955-12-26
16258,JOSEPH,qONTGOMERY,1973-01-25
6335,LISA,EDWARDS,1943-11-02
11940,JOHN,MOORa,1987-12-20
18674,STEVEN,MARSH,1948-02-21
18072,JOSEPH,PARK,1969-03-06
18123,DAVtD,DAVIS,1970-08-22
17487,JOSE,JOxES,1953-04-25
1825,SHIRLvY,RATLIFF,1941-08-23
19896,JOHN,RxYNOLDS,1966-08-26
5790,DENISE,RAq,1973-09-25
778,MELIsSA,SHAW,1952-09-23
3323,KIMBERLY,PRICE,1947-11-22
1627,IRENE,BUTLER,1999-06-21
14853,KEITH,GARCIA,1957-10-28
10206,gERRY,RODRItUEe,1950-12-23
9388,MAvde,CLARq,1950-09-14
3850,SUSAN,WILLIAMS,1971-05-31
10564,zENNETH,sANTU,1956-06-21
17955,GARY,JOHNSrN,1977-06-21
3051,HEATHER,MAYER,1954-09-08
6319,LILLIAN,ROBINSON,1985-01-01
17216,DAVID,VILLAqREAL,1950-09-30
17461,JOSHUA,TOWNSEND,1941-06-24
2853,PATRICIA,RODRIGUeZ,1954-06-28
15046,MARK,BROWN,1997-10-14
15725,BENJAMIN,DAVIS,1965-12-16
14331,KwwNETH,aROWN,1968-11-28
6747,CHERYL,YOUNG,1958-06-19
8985,RUTH,MITCHEtL,1946-10-13
16034,JAMES,HALE,1988-06-21
10693,GARY,GILL,1944-11-01
11967,VICTOR,MCGEs,1992-09-18
10102,JOHN,SMITH,1997-10-23
17910,PAUL,ERICzSON,1947-01-23
2450,CHRISTINA,JOHNSON,1983-08-29
17952,JOSE,HARRISON,1998-07-19
14892,JAMES,PATTON,1951-08-22
6969,JAdQUELINE,SeEWART,1976-06-01
19570,JAMES,BENNETT,1989-10-13
11295,MATrHEW,CARLSON,1944-09-24
10207,PAUL,DAVIS,1963-03-23
1620,LINDA,SMITH,1956-06-14
19195,PAUL,WILLIcMS,1988-06-15
3648,JOYCE,MILLER,1998-11-08
5461,ANsr,LxCAS,1953-08-14
6615,BdRBARA,MfRTIN,1981-11-13
291,JEqsICA,DAVIS,1975-10-29
3317,ELIZABEgH,FINCH,1949-12-11
6188,MARIA,PETERS,1957-06-19
4739,HEATHER,cqVIe,1973-01-03
17315,ROBERT,WILLIAMSON,1982-09-11
12086,DAVIe,LEWIS,1992-09-01
19022,KEITH,HOWELL,1977-03-21
2145,DORIw,sCCRAY,1964-02-23
6023,JOAN,DRAKE,1989-01-03
1493,PATRICIA,FLEMING,1961-02-05
6828,MARY,LOPEZ,1981-02-18
19350,HARsY,CcLEMAN,1955-12-30
62,AMY,GUZMAN,1953-02-26
10345,JEFFREY,HOLLOWtY,1940-02-04
8450,CATHERINE,CROSS,1993-07-06
16514,ROBExT,AGfIRRE,1961-10-18
6288,NORMA,JOHNSON,1984-08-01
2564,BEVERLY,POWELL,1949-01-21
7295,TwNA,HERNcNDEZ,1959-07-08
13243,BtIrN,TAYLOR,1978-02-12
3932,TAMMY,LYNCH,1975-08-27
6334,DORIS,cOWaLL,1970-03-30
1931,SARA,OLSON,1952-02-29
4523,MARY,COX,1958-09-28
19659,BRUCE,POTTER,1959-05-28
5611,BRENDA,HAgDY,1945-06-05
2299,JUDITH,STEVENS,1954-12-26
16861,WILLIE,KNIGHT,1998-12-20
377,CHERYL,SMITH,1995-09-15
4676,JULrE,dROWN,1971-03-23
13533,LARRY,SMITH,1977-01-21
17294,JACK,MOORE,1969-11-07
15665,JOSE,MARTINEZ,1962-07-27
5779,AMY,ALEXrNDER,1987-02-08
7613,KAREN,MORRISON,1955-11-05
1588,BARBARA,RExD,1951-08-18
15616,THOMAS,CLEVELAND,1996-03-28
5959,ANNE,FOX,1971-12-16
5039,JULIg,SALAS,1965-02-05
1236,JOYCE,CARTER,1980-10-17
18948,PATRICK,WILSON,1971-08-06
19029,ALBERT,JeNES,1968-02-11
19470,MICHAEL,STEVENS,1947-03-05
15886,THOMAS,ALEXANDER,1982-03-08
14160,tARLOS,BARBER,1941-12-19
7803,ALICv,TURNER,1987-05-14
10994,JEFFRrY,DAVIS,1993-11-05
15045,HAReLD,DUKE,1941-07-08
8490,zETTY,FORD,1964-09-19
6243,NICOLE,RYAN,1944-12-29
4831,ANNc,ANDERSON,1954-12-10
5758,tARBARA,MCCARTHY,1959-02-05
5902,JESSICA,JOcNSON,1949-01-05
4317,LISA,RUIZ,1978-03-05
10284,RqBERT,GONZALEZ,1980-02-25
7888,KATHLEEN,WRIGHT,1958-07-04
2368,KIMBERLY,BALL,1989-08-07
6701,ELIZABETH,DIXON,1974-05-07
1041,DORIS,MACDONAtv,1952-02-18
17650,ERIC,JONES,1940-08-22
10107,JOHN,JOHNSON,1944-06-24
18362,GREGORY,LYNCH,1964-12-31
11297,CHARLES,GRIMES,1979-08-23
8574,LAURA,JOHsSON,1947-07-20
18974,JOHNNY,OWEfS,1967-04-23
7808,CfROz,MORGAN,1946-11-28
9910,MELISSA,GOMEZ,1946-12-28
13700,JOfHUA,BERRY,1988-10-27
15581,MARK,HAYNES,1985-04-27
18645,WILLeAM,MILLS,1946-06-15
3381,zULaE,KNIGHT,1959-07-13
7809,PATRICIA,CzINE,1963-11-01
8718,MARY,CURcY,1951-12-04
10931,RONALD,WATSON,1971-01-09
18230,BOBBY,KNIfrT,1970-02-27
17445,HAwRY,WEBSTER,1998-04-26
10451,LARRY,SANTOS,1982-07-31
18045,FRANK,CAMPBELL,1951-09-12
6100,JESSICA,TAYLOf,1983-08-15
13909,JAMES,OBRaEN,1995-05-13
8759,MzRGARET,CASEY,1963-04-21
15751,JAMES,TUCKER,1985-09-15
15582,JAMES,WINTERS,1983-04-27
4547,MELISSA,SMITH,1998-08-29
11645,JAMES,ORqEGA,1991-11-05
10449,STEVg,CARLSON,1963-02-07
17787,JOHN,MACK,1991-06-22
5573,AMY,CARTER,1940-05-12
2255,KAREN,ALLEN,1976-04-13
9701,BARBARA,PHILLIPS,1987-01-06
4686,ELIZABETH,BARTLETT,1970-05-08
8293,ANNcE,MAxTIN,1988-04-13
10549,JOSEPH,LAWRENCE,1976-09-04
14901,NICHOLAS,LEWIS,1944-03-02
8562,CATHERIgE,GLOVER,1946-07-04
8248,MIeDRED,ROJAf,1960-02-26
13937,MATTHEW,SMITH,1941-03-06
15634,JAMES,WILLIS,1947-08-16
17801,MARK,GARCIA,1979-04-13
1865,ROSE,GOODWIN,1967-01-16
12890,RYAN,MILES,1989-03-05
11077,JOHN,MARQUEZ,1993-10-04
19867,JOHN,STEWART,1995-05-27
3065,MELISSA,RIVERA,1968-01-16
3820,MARIE,JOHNSON,1961-06-24
2459,TAMMY,HESS,1990-09-17
12270,GARY,WALLACv,1958-05-18
16843,JOHN,OWENS,1997-06-26
4360,KELLY,MCGEE,1982-01-11
511,ROBIN,vNDERSON,1949-06-12
4758,BARBARA,MENDEZ,1948-08-01
344,REBzCCA,RAzSzr,1944-12-09
10978,FRANK,CHURCH,1977-02-02
18895,RICHARD,GRAY,1990-11-02
3407,JEAN,GUZMAN,1952-01-11
16581,WILLIAM,CLARKE,1982-01-31
13182,NICxOLAS,eRIGHT,1948-03-05
17468,qOUGLAz,RODRIGUeZ,1940-07-07
14478,DAVID,LANG,1985-07-24
16676,KEVIN,WALKER,1942-07-02
7094,CHERYL,NEWTON,1993-09-04
15353,ERIC,MAY,1975-03-27
3771,DEdOxAz,PRICE,1948-08-20
10531,FRANK,HUTCHINSON,1977-11-03
3739,JENNIFER,MITCHELL,1943-06-25
17204,THOMAS,ANDERSON,1943-08-22
4508,KELLY,BROWN,1965-07-22
4785,BETTY,ACEVEDO,1959-11-09
5771,AMANDA,WILSON,1976-07-09
18363,DtVID,WILEY,1980-07-17
15168,AARON,VASQUEZ,1998-10-04
5295,ANNA,SANDOVAL,1991-03-30
3099,HEATHER,SMITH,1983-11-19
15354,GEOzGE,JONES,1957-03-03
6229,MARY,STEELE,1958-03-04
19244,DaUGLAS,MORId,1971-07-26
8368,MARY,ROWE,1967-05-12
4117,MARGARET,WILLIS,1953-04-27
18861,RYAN,MILLEt,1996-09-20
19832,JOSEPH,WILLdAMS,1988-08-22
8250,DIANA,HILL,1947-04-29
3367,DIANA,WILSON,1948-02-29
12465,JOSHUA,MARKS,1965-11-14
15909,ROBERT,BENNETt,1994-08-17
18479,DANIEL,TORRES,1984-09-25
16215,CARLOS,LEWIS,1948-11-11
12659,SAMUEL,FRENCH,1982-05-28
6556,BrTTY,OSBORN,1961-11-16
14257,CHARLES,RAMSEY,1980-08-09
19661,cHRrSrgPHER,WILLIAMS,1956-04-28
1596,KATHEffNE,HAYNES,1976-04-12
8284,gARIA,NELSON,1959-01-03
11888,ANTHONY,REED,1966-07-01
894,DIANA,FREDERICK,1985-07-21
3912,JENNIFER,FLOYD,1940-02-08
8117,KIMBERLY,RUIZ,1988-10-09
15441,ERIC,PICKETT,1975-07-14
15758,HENRY,MALDONADO,1997-12-12
14804,wAVID,MILES,1970-03-10
9727,BETTY,qHIgE,1994-09-28
1382,MARY,CAMPBELL,1963-11-16
13853,JOHN,RICE,1996-10-22
16023,RICHARD,JOHNSadN,1967-04-13
9212,MARGzRET,JONES,1999-02-26
11114,CHARLES,BOYD,1962-09-08
8516,NANCY,CASzRO,1969-11-30
7275,MARY,THOMqS,1972-04-13
2758,MARY,GRAHAM,1948-11-10
1135,JESSICA,HAYNES,1940-04-19
13587,KEVIN,JOHNSON,1998-09-27
19196,RUScELL,ANqERSON,1987-05-10
6739,ANNE,MvRSHALL,1942-03-07
9535,ANGELA,GALLAGqER,1956-03-15
18042,MARTIN,PALMER,1982-08-01
2971,STEPHANqE,MORRrS,1986-08-18
16803,STEVEN,rACKSON,1942-01-11
1341,LINDg,SHARP,1972-02-10
10198,DENNIS,JONfS,1957-09-06
11328,SHtWN,ACEVEDO,1975-05-28
1775,xEBRA,THOMAS,1969-07-13
10979,JOHN,NICHeLv,1945-03-04
7660,EMILY,LUNA,1967-03-18
15648,JOaN,HARPER,1965-10-08
14013,MATTvEW,ALLEN,1962-04-22
19182,JUSvIN,COOPER,1996-07-06
8875,DIANq,ARNOLD,1962-10-18
5707,REtECCA,OWEN,1948-05-04
36,JENNIgER,BRYAN,1992-09-10
6021,NORMA,HANSON,1941-03-12
2015,BETTY,WAGNxR,1986-03-22
13697,KENNETH,SMITH,1989-01-28
13866,THOMAS,HALL,1967-11-21
3778,DxNzA,PEARSON,1946-01-03
17299,BaIAN,BAKEz,1970-12-09
14399,MATTHEc,WISE,1999-05-29
3434,MARY,WxRNER,1968-05-05
18859,STEVE,FRdNCsS,1963-04-26
12742,LARRY,OWEf,1964-02-12
9457,CHRISTINE,RODtIGUEZ,1971-04-15
