firstname,surname,birthdate,zip_codes
11202,RYAN,SMITH,1999-08-14,11226
11203,HAROLD,SMITH,1984-07-22,11226
11204,THOMAS,HOLMES,1940-11-20,11226
11205,ROBERT,NGUYEN,1995-10-07,11109
11206,LARRY,JOHNSON,1965-03-21,11226
11207,WILLIAM,HAWKINS,1956-06-02,11226
11208,JAMES,STEVENS,1965-11-29,11226
11209,JAMES,LEBLANC,1940-06-18,11377
11210,DENNIS,MORRIS,1957-06-03,11226
11211,DAVID,WILLIAMS,1967-10-29,11377
11212,ALBERT,WINTERS,1969-06-11,11377
11213,TIMOTHY,WILCOX,1994-01-26,11377
11214,LARRY,HINES,1972-04-29,11109
11215,STEPHEN,SANCHEZ,1955-07-25,11226
11216,RICHARD,ANDERSON,1986-11-10,11226
11217,ROBERT,BENSON,1943-11-24,11377
11218,ALAN,TORRES,1988-06-26,11109
11219,JOHN,WISE,1963-04-02,11226
11220,JOHN,ROGERS,1985-05-31,11377
11221,JONATHAN,HANCOCK,1950-04-19,11227
11222,ROGER,FARRELL,1972-03-14,11227
11223,JOSE,WHITE,1999-09-17,11226
11224,DANIEL,WILLIAMSON,1992-01-15,11109
11225,MARK,FREEMAN,1975-01-10,11109
11226,MARK,PETERSON,1973-05-11,11227
11227,WILLIAM,FERGUSON,1983-05-24,11226
11228,MICHAEL,MORENO,1957-07-03,11227
11229,PAUL,OWENS,1984-09-22,11109
11230,TERRY,ORTIZ,1966-07-09,11227
11231,ALAN,BASS,1985-11-08,11377
11232,RICHARD,CAMACHO,1966-12-30,11226
11233,KENNETH,KELLY,1987-07-17,11226
11234,ANDREW,MONROE,1971-08-09,11226
11235,GEORGE,NIXON,1997-05-31,11226
11236,RICHARD,MATTHEWS,1972-08-31,11226
11237,BENJAMIN,JONES,1991-01-19,11226
11238,RICHARD,PETERS,1986-08-26,11226
11239,TERRY,MORSE,1993-10-07,11226
11240,AARON,ROBINSON,1994-06-20,11227
11241,CHARLES,STEWART,1968-04-01,11226
11242,JOHN,SANTOS,1994-06-11,11226
11243,JOSEPH,MARTINEZ,1984-02-16,11377
11244,ANTHONY,BROWN,1947-08-02,11226
11245,CARLOS,BERRY,1965-01-03,11377
11246,DAVID,KENNEDY,1988-04-02,11226
11247,WILLIAM,PHILLIPS,1969-09-09,11377
11248,JUAN,NEAL,1981-04-14,11109
11249,ANDREW,SMITH,1946-05-01,11226
11250,SCOTT,HARRIS,1948-04-22,11227
11251,JOSE,HENDERSON,1976-10-19,11227
11252,JERRY,PEARSON,1964-09-25,11377
11253,JOHN,BISHOP,1995-01-09,11109
11254,DAVID,MOSS,1988-09-01,11227
11255,JOHN,BRYAN,1969-03-08,11377
11256,JACK,HARPER,1983-01-13,11227
11257,THOMAS,SCHMIDT,1990-02-17,11227
11258,RONALD,WATKINS,1970-03-01,11226
11259,BRIAN,WILLIAMS,1949-08-01,11109
11260,JUAN,WIGGINS,1997-01-27,11226
11261,CHRISTOPHER,DAVIS,1979-11-02,11226
11262,RYAN,HINES,1967-06-26,11227
11263,BRIAN,SMITH,1944-06-16,11227
11264,JONATHAN,CRUZ,1948-05-08,11109
11265,BILLY,JOHNSON,1984-07-31,11377
11266,ALAN,LANE,1952-01-02,11109
11267,KENNETH,WILLIAMS,1995-12-20,11227
11268,JAMES,HARRIS,1953-02-10,11226
11269,RICHARD,HINES,1992-09-06,11226
11270,SHAWN,COOK,1953-08-12,11109
11271,JAMES,GUTIERREZ,1942-08-14,11109
11272,RICHARD,HAMILTON,1986-09-11,11227
11273,TIMOTHY,GRIFFIN,1992-09-18,11226
11274,MICHAEL,CLARKE,1958-01-29,11226
11275,DONALD,AGUILAR,1987-09-27,11226
11276,MICHAEL,MARTIN,1974-12-06,11226
11277,JOHN,MARTINEZ,1975-06-07,11377
11278,ERNEST,SMITH,1971-02-14,11226
11279,THOMAS,WILLIAMSON,1977-05-28,11109
11280,DAVID,MURPHY,1975-09-12,11227
11281,RICHARD,PATTERSON,1980-07-09,11109
11282,LARRY,WILLIAMS,1964-02-17,11226
11283,LARRY,BOWMAN,1988-10-26,11226
11284,ARTHUR,ORR,1975-10-03,11226
11285,JOHN,HOUSE,1940-12-17,11226
11286,JOHN,SANCHEZ,1995-05-20,11226
11287,BRIAN,DAVIS,1966-03-09,11227
11288,ROGER,JOHNSON,1957-12-15,11226
11289,STEVEN,COLEMAN,1996-01-29,11226
11290,TIMOTHY,EDWARDS,1941-03-21,11377
11291,MARK,JONES,1963-02-05,11226
11292,JAMES,BARNES,1959-01-21,11226
11293,DONALD,ALLEN,1950-04-23,11109
11294,BRUCE,ANDERSON,1999-04-02,11377
11295,MATTHEW,CARLSON,1944-09-25,11227
11296,BRUCE,PARRISH,1988-11-28,11109
11297,CHARLES,GRIMES,1979-08-24,11227
11298,RAYMOND,JOYCE,1982-01-08,11227
11299,PATRICK,GOODWIN,1955-09-03,11226
11300,CHRISTOPHER,BRYANT,1946-10-09,11226
11301,JOSHUA,WHITE,1997-03-31,11109
11302,JAMES,DAVENPORT,1985-12-07,11226
11303,JOHN,TYLER,1955-03-03,11226
11304,ALAN,MORALES,1999-06-02,11226
11305,PAUL,MORSE,1997-06-09,11226
11306,WILLIAM,EDWARDS,1977-12-23,11226
11307,MICHAEL,SNYDER,1940-10-02,11227
11308,MICHAEL,NELSON,1941-04-10,11377
11309,BRIAN,MONROE,1942-11-08,11377
11310,PAUL,MALONE,1962-10-26,11226
11311,DAVID,BROOKS,1974-12-05,11227
11312,JAMES,WALTON,1951-03-22,11226
11313,SHAWN,BELL,1943-03-25,11226
11314,JOHN,WALKER,1963-05-25,11226
11315,CHARLES,HICKS,1950-01-11,11226
11316,BRANDON,ALLEN,1969-01-09,11227
11317,CHARLES,KIRK,1945-08-02,11226
11318,GREGORY,FULLER,1967-11-01,11226
11319,JASON,GOLDEN,1969-05-16,11227
11320,WILLIAM,HILL,1951-05-14,11226
11321,JOHN,CHAPMAN,1951-06-01,11227
11322,MICHAEL,SMITH,1992-08-16,11109
11323,BRIAN,SWEET,1967-08-20,11226
11324,CHRISTOPHER,WILLIAMS,1951-01-20,11226
11325,JOHN,BALLARD,1942-04-15,11226
11326,JOHN,FORD,1943-08-02,11227
11327,LAWRENCE,SMITH,1944-06-30,11226
11328,SHAWN,ACEVEDO,1975-05-29,11226
11329,RICHARD,KENT,1976-05-04,11227
11330,RYAN,STEELE,1977-07-18,11226
11331,RUSSELL,SILVA,1999-09-29,11377
11332,CHRISTOPHER,HARRIS,1943-01-31,11226
11333,JEFFREY,SCHULTZ,1986-05-12,11109
11334,MICHAEL,WILLIAMS,1941-10-05,11226
11335,JEFFREY,RODRIGUEZ,1984-10-27,11226
11336,JESSE,MARTINEZ,1979-06-24,11226
11337,WILLIAM,POWELL,1962-08-23,11226
11338,MARK,MOODY,1941-09-04,11377
11339,LARRY,SCOTT,1955-10-01,11226
11340,PETER,CAMPOS,1991-01-21,11226
11341,WILLIAM,RAMIREZ,1942-06-20,11226
11342,WALTER,TAYLOR,1957-06-12,11227
11343,ROBERT,OWENS,1974-06-18,11226
11344,GARY,SMITH,1970-10-22,11226
11345,DONALD,GARZA,1987-08-14,11377
11346,JAMES,WEBB,1984-01-30,11377
11347,SAMUEL,CROSBY,1943-11-06,11377
11348,ROY,BURKE,1998-10-26,11226
11349,BRANDON,MORGAN,1978-04-02,11226
11350,MATTHEW,HANSON,1971-12-08,11226
11351,ROBERT,SANTIAGO,1975-07-02,11226
11352,MICHAEL,SULLIVAN,1950-10-13,11226
11353,DONALD,RUIZ,1986-12-09,11377
11354,DAVID,GREENE,1955-06-12,11109
11355,ROBERT,VALENCIA,1975-05-21,11109
11356,CHRISTOPHER,WALKER,1964-02-01,11226
11357,FRANK,WALLACE,1940-05-09,11226
11358,ERIC,SULLIVAN,1971-05-13,11377
11359,JAMES,DANIELS,1968-08-24,11226
11360,ROBERT,BAKER,1963-04-10,11226
11361,BILLY,POWERS,1978-08-14,11109
11362,GERALD,HAMILTON,1967-11-24,11377
11363,WILLIAM,PETERSON,1972-10-04,11226
11364,JOSEPH,LOGAN,1949-05-19,11109
11365,GEORGE,ALBERT,1956-11-08,11226
11366,JOSHUA,BROWN,1965-06-02,11227
11367,KENNETH,WELLS,1942-01-21,11227
11368,MICHAEL,BURGESS,1953-09-18,11109
11369,JOE,FOREMAN,1944-03-24,11377
11370,CHARLES,HOLT,1953-05-30,11377
11371,THOMAS,MCCLURE,1954-01-09,11377
11372,KEITH,GONZALES,1949-12-14,11227
11373,HAROLD,DURHAM,1944-03-21,11226
11374,SEAN,PATTON,1966-03-03,11227
11375,WILLIAM,HEAD,1942-01-03,11377
11376,JONATHAN,GILL,1990-02-06,11226
11377,STEVEN,CUMMINGS,1960-01-06,11226
11378,THOMAS,MANN,1968-07-22,11227
11379,JUAN,MARTIN,1952-12-24,11377
11380,MICHAEL,KELLY,1974-01-11,11227
11381,JERRY,YOUNG,1982-11-20,11226
11382,JAMES,ROCHA,1998-01-21,11377
11383,GARY,TORRES,1996-12-20,11227
11384,MICHAEL,MEYER,1993-08-11,11109
11385,SHAWN,BROWN,1951-11-07,11226
11386,RALPH,BLACK,1971-01-31,11226
11387,ROGER,GRAVES,1985-11-02,11226
11388,BRIAN,VELEZ,1956-03-17,11109
11389,ROGER,ROWLAND,1948-03-12,11226
11390,WILLIAM,CHRISTIAN,1986-06-14,11226
11391,ALBERT,HURST,1965-10-24,11226
11392,JOSEPH,CAMPOS,1948-03-09,11377
11393,MICHAEL,SCHMIDT,1960-12-01,11226
11394,JACK,SNYDER,1955-10-05,11226
11395,MATTHEW,TAYLOR,1993-06-30,11226
11396,KEVIN,HENRY,1950-03-04,11226
11397,LAWRENCE,MASSEY,1950-08-22,11226
11398,PATRICK,LOPEZ,1987-12-18,11377
11399,GARY,FITZGERALD,1987-06-19,11226
11400,WILLIAM,BOWEN,1955-11-02,11227
11401,MARK,VELAZQUEZ,1953-02-05,11377
11402,MATTHEW,CARTER,1968-02-10,11226
11403,THOMAS,NOBLE,1946-08-08,11226
11404,DANIEL,ALEXANDER,1950-09-11,11226
11405,JAMES,CRAFT,1999-01-13,11226
11406,CHRISTOPHER,GILMORE,1956-07-11,11226
11407,ROBERT,HERMAN,1966-03-26,11109
11408,JERRY,HENDERSON,1989-10-02,11226
11409,DAVID,FLETCHER,1970-06-29,11377
11410,PHILLIP,COFFEY,1987-06-22,11226
11411,JOHN,HARMON,1970-07-28,11377
11412,JEFFREY,SMITH,1949-07-11,11226
11413,JOHN,WHITE,1951-12-26,11226
11414,MARTIN,MAY,1945-01-26,11109
11415,ROBERT,EVANS,1944-10-11,11377
11416,JAMES,HOGAN,1954-04-05,11109
11417,ANDREW,CAMPBELL,1947-10-04,11227
11418,JOSEPH,ROMERO,1965-09-02,11109
11419,PETER,HOOPER,1959-07-15,11109
11420,NICHOLAS,GONZALEZ,1976-02-22,11226
11421,ALBERT,MILLS,1961-05-16,11227
11422,ROBERT,RICE,1970-11-09,11226
11423,MICHAEL,THOMPSON,1953-06-29,11377
11424,STEPHEN,HAMPTON,1980-04-10,11226
11425,GERALD,JOHNSON,1973-01-08,11226
11426,JOHN,HARRIS,1996-06-11,11227
11427,CARLOS,DAVIS,1952-11-12,11109
11428,THOMAS,EDWARDS,1941-07-05,11377
11429,SCOTT,JOHNSON,1996-11-24,11226
11430,KENNETH,ALVAREZ,1994-03-04,11226
11431,CHRISTOPHER,WILLIAMS,1986-04-12,11226
11432,ANTHONY,NELSON,1963-09-04,11226
11433,CARL,LEE,1981-04-06,11377
11434,JUSTIN,HUGHES,1959-05-19,11226
11435,ARTHUR,ADAMS,1998-05-03,11226
11436,JEFFREY,WILLIS,1991-02-06,11377
11437,PETER,HALL,1965-01-30,11226
11438,STEVE,GARCIA,1943-04-02,11227
11439,RICHARD,RODRIGUEZ,1970-08-21,11227
11440,LOUIS,GREEN,1970-03-24,11227
11441,CHARLES,GONZALEZ,1955-06-12,11226
11442,STEPHEN,HAWKINS,1954-10-03,11226
11443,GERALD,BROWN,1984-09-11,11226
11444,KEVIN,GARCIA,1977-03-01,11227
11445,JEREMY,KELLEY,1963-10-03,11227
11446,HAROLD,ADAMS,1944-11-06,11226
11447,JAMES,HALL,1956-08-17,11377
11448,JAMES,MENDOZA,1950-06-05,11227
11449,ROBERT,CONLEY,1976-11-06,11109
11450,JAMES,WARREN,1979-02-24,11226
11451,KEITH,NELSON,1962-02-11,11226
11452,TIMOTHY,SULLIVAN,1944-06-09,11109
11453,LARRY,BURNETT,1969-09-02,11227
11454,BILLY,EVANS,1971-01-05,11226
11455,JEFFREY,HARRIS,1951-08-23,11377
11456,WILLIAM,ALLISON,1990-09-18,11226
11457,BRUCE,CAMPBELL,1999-04-23,11377
11458,RICHARD,THOMAS,1989-03-25,11226
11459,GEORGE,JORDAN,1993-10-13,11226
11460,ERIC,MOORE,1998-03-21,11109
11461,JOHN,DANIELS,1998-07-28,11226
11462,LOUIS,COLE,1965-02-25,11377
11463,LAWRENCE,CLEMENTS,1953-10-10,11109
11464,TERRY,WHITAKER,1959-10-05,11227
11465,WILLIE,CALDWELL,1949-08-03,11226
11466,EDWARD,GILLESPIE,1981-02-19,11109
11467,WILLIAM,MORRISON,1994-01-31,11226
11468,THOMAS,DONOVAN,1992-06-05,11227
11469,DAVID,JOHNSON,1985-01-02,11227
11470,FRANK,BAUER,1977-04-13,11226
11471,JOHN,MENDOZA,1943-12-15,11226
11472,JAMES,MOORE,1990-03-27,11377
11473,MARK,MUNOZ,1973-09-15,11226
11474,WILLIAM,DAVIS,1951-08-23,11226
11475,RICHARD,TAYLOR,1949-08-28,11226
11476,GREGORY,AVERY,1966-01-27,11377
11477,WILLIE,ROSS,1975-06-20,11226
11478,ANTHONY,SMITH,1978-08-27,11226
11479,JOHN,CARR,1949-09-25,11226
11480,JASON,RHODES,1949-06-06,11109
11481,SCOTT,LOPEZ,1955-04-01,11227
11482,EDWARD,HOGAN,1966-05-20,11377
11483,ANTHONY,MOSS,1977-01-23,11226
11484,RALPH,ROBERSON,1994-02-10,11227
11485,JOHN,JONES,1947-07-24,11226
11486,STEVEN,KENNEDY,1971-07-18,11109
11487,FRANK,GARCIA,1961-07-04,11109
11488,RYAN,MORRIS,1976-03-13,11226
11489,DAVID,JOHNSON,1998-11-16,11226
11490,JOHN,LEE,1983-04-20,11377
11491,BRIAN,WILLIAMS,1962-07-13,11109
11492,RANDY,KING,1971-09-09,11226
11493,THOMAS,DELANEY,1973-11-15,11109
11494,KEITH,SMITH,1951-06-04,11377
11495,WILLIAM,DAVIS,1943-12-04,11227
11496,DAVID,ROBERTS,1963-05-04,11226
11497,RAYMOND,RUSSELL,1988-04-12,11227
11498,KEVIN,GARCIA,1988-06-18,11377
11499,RAYMOND,WEBB,1956-11-26,11227
11500,JOHN,POTTS,1978-05-23,11226
11501,CHRISTOPHER,WATSON,1994-11-30,11377
11502,PATRICK,FREDERICK,1965-04-19,11226
11503,DONALD,GRAHAM,1957-07-05,11109
11504,DENNIS,MORRIS,1945-05-30,11226
11505,DONALD,SHERMAN,1946-03-16,11226
11506,JOHN,CARTER,1957-08-08,11226
11507,ROBERT,MEDINA,1958-03-06,11226
11508,EDWARD,SHAW,1996-11-20,11109
11509,BRIAN,HALL,1943-04-23,11226
11510,BRUCE,WOLF,1996-06-26,11226
11511,JUSTIN,BROWNING,1978-01-11,11226
11512,GEORGE,PRICE,1984-07-08,11227
11513,BILLY,ALLEN,1955-12-22,11226
11514,JOHN,BAKER,1946-09-14,11227
11515,JAMES,MCDONALD,1990-07-04,11227
11516,ROBERT,BUCK,1991-01-06,11377
11517,MICHAEL,SMITH,1985-09-25,11226
11518,RANDY,FRAZIER,1993-03-26,11109
11519,JOSHUA,ROBINSON,1962-01-16,11226
11520,PHILLIP,CRUZ,1945-06-08,11226
11521,LARRY,KING,1965-12-31,11377
11522,BENJAMIN,EVANS,1957-10-16,11109
11523,RALPH,ROSE,1980-07-18,11227
11524,STEVEN,MCLEAN,1967-01-07,11226
11525,JASON,OWENS,1954-04-29,11377
11526,PETER,GARCIA,1948-12-26,11377
11527,KENNETH,OWENS,1940-09-21,11377
11528,JOSEPH,MAY,1968-04-29,11227
11529,ANTHONY,CABRERA,1997-11-30,11226
11530,FRANK,SANCHEZ,1991-10-07,11227
11531,MICHAEL,COLLINS,1975-09-09,11227
11532,THOMAS,STONE,1966-08-31,11226
11533,LARRY,SIMMONS,1997-12-23,11226
11534,WILLIAM,DAVIS,1976-10-22,11377
11535,GERALD,CARSON,1966-03-16,11377
11536,DAVID,PICKETT,1990-05-11,11226
11537,RAYMOND,VELEZ,1952-08-14,11377
11538,RAYMOND,JONES,1963-09-07,11226
11539,CHRISTOPHER,LEE,1940-10-09,11226
11540,RYAN,COLLINS,1965-07-26,11226
11541,MICHAEL,ROBINSON,1979-09-11,11226
11542,ARTHUR,STONE,1963-07-17,11377
11543,WILLIAM,ALVAREZ,1958-02-04,11226
11544,TERRY,KIM,1995-11-22,11377
11545,ROBERT,TILLMAN,1994-09-08,11109
11546,STEVEN,STANLEY,1954-05-22,11109
11547,GERALD,BAKER,1998-03-30,11226
11548,RANDY,ANDERSON,1949-01-26,11227
11549,DENNIS,REED,1951-08-02,11377
11550,SEAN,MULLINS,1943-11-25,11226
11551,RAYMOND,PRESTON,1951-05-08,11226
11552,CHARLES,LANG,1943-08-29,11226
11553,ANDREW,VAUGHN,1982-11-28,11227
11554,ROBERT,HODGES,1980-06-06,11227
11555,WILLIAM,ELLIOTT,1964-07-15,11226
11556,JOHN,WILSON,1997-02-26,11226
11557,CARLOS,POWERS,1944-04-03,11226
11558,STEVEN,BENNETT,1987-12-14,11109
11559,BRANDON,JONES,1976-01-09,11109
11560,HAROLD,ROMERO,1948-02-01,11226
11561,JAMES,KELLEY,1975-04-13,11226
11562,RUSSELL,WEBB,1999-04-26,11227
11563,ROBERT,WILSON,1973-05-27,11227
11564,MICHAEL,EMERSON,1944-09-13,11227
11565,BILLY,VAZQUEZ,1967-02-08,11226
11566,HAROLD,WISE,1957-02-19,11226
11567,KEITH,JONES,1965-08-03,11226
11568,HENRY,KANE,1959-10-15,11227
11569,GEORGE,JONES,1966-07-04,11226
11570,DONALD,JOHNSON,1989-12-04,11109
11571,JOHN,CLEMENTS,1945-10-07,11226
11572,JOSEPH,YOUNG,1995-12-17,11226
11573,ROGER,WHITE,1978-06-16,11226
11574,MICHAEL,ORTEGA,1998-09-24,11227
11575,RUSSELL,STANLEY,1967-03-10,11226
11576,VICTOR,WELLS,1997-05-29,11377
11577,WILLIAM,JOHNSON,1951-03-11,11109
11578,JAMES,BAKER,1961-12-28,11226
11579,STEVEN,RICE,1950-09-14,11227
11580,SHAWN,MCGUIRE,1957-12-24,11226
11581,GREGORY,SUTTON,1962-11-08,11109
11582,EUGENE,TUCKER,1975-03-02,11226
11583,MICHAEL,TREVINO,1985-04-02,11226
11584,FRED,STEVENS,1971-07-31,11227
11585,ROBERT,SWEENEY,1958-08-06,11109
11586,RAYMOND,NICHOLSON,1995-05-14,11226
11587,PATRICK,TORRES,1999-01-25,11227
11588,BENJAMIN,HOLMES,1977-02-23,11226
11589,JAMES,PHELPS,1988-07-30,11226
11590,SAMUEL,GARDNER,1974-03-03,11377
11591,THOMAS,GREER,1989-04-05,11226
11592,MATTHEW,THOMAS,1998-02-07,11227
11593,CHARLES,SANDERS,1965-10-29,11227
11594,BRUCE,RUSSELL,1957-05-13,11377
11595,JOHN,HARRIS,1995-12-15,11226
11596,WILLIAM,BROWN,1983-04-15,11227
11597,RUSSELL,INGRAM,1985-04-30,11227
11598,DAVID,HERNANDEZ,1999-07-24,11109
11599,TIMOTHY,HEWITT,1963-07-28,11109
11600,KENNETH,SNOW,1982-04-10,11377
11601,KEVIN,TUCKER,1990-10-24,11226
11602,SCOTT,NICHOLS,1979-05-29,11226
11603,STEVEN,PETERSON,1963-06-05,11226
11604,JUSTIN,PRUITT,1983-04-17,11227
11605,RICHARD,RIVERA,1952-06-02,11226
11606,JOSE,THOMAS,1973-09-10,11226
11607,RAYMOND,MOORE,1992-11-23,11227
11608,MICHAEL,SHEPHERD,1992-07-30,11227
11609,WAYNE,PORTER,1992-01-10,11226
11610,JOSEPH,LEWIS,1998-01-21,11109
11611,JOHNNY,SMITH,1965-10-21,11227
11612,CHARLES,MANNING,1999-04-26,11227
11613,MICHAEL,DOMINGUEZ,1971-08-29,11109
11614,RANDY,HARRIS,1945-08-31,11377
11615,JOHN,TURNER,1943-09-01,11226
11616,JAMES,LIVINGSTON,1947-03-10,11109
11617,CHRISTOPHER,MULLINS,1962-05-05,11227
11618,GARY,SIMS,1991-12-13,11227
11619,JOHN,ONEILL,1944-07-27,11226
11620,JASON,JOHNSON,1944-10-15,11226
11621,RICHARD,LOWE,1970-06-05,11109
11622,GEORGE,FERGUSON,1985-08-10,11377
11623,JUSTIN,BERGER,1965-12-29,11226
11624,JEFFREY,JOHNSON,1967-10-10,11226
11625,GREGORY,BAILEY,1962-08-08,11226
11626,WILLIAM,GIBSON,1951-01-10,11226
11627,DENNIS,PETERSEN,1969-12-04,11226
11628,JOSEPH,FLORES,1962-09-27,11227
11629,ROBERT,COMPTON,1944-02-06,11226
11630,JACK,KELLY,1978-06-27,11109
11631,PAUL,BAIRD,1949-05-24,11226
11632,MATTHEW,GREENE,1951-07-02,11227
11633,LARRY,MITCHELL,1968-02-09,11226
11634,JONATHAN,BARRETT,1973-11-17,11109
11635,PAUL,WEST,1980-11-03,11227
11636,DANIEL,HARRIS,1941-02-27,11377
11637,THOMAS,WAGNER,1978-10-06,11226
11638,ANTHONY,CRAWFORD,1948-04-05,11377
11639,KEVIN,CHRISTENSEN,1943-11-28,11377
11640,MICHAEL,JOHNSON,1977-05-13,11377
11641,DAVID,IRWIN,1960-03-15,11226
11642,ADAM,ALEXANDER,1989-01-26,11227
11643,JAMES,RANDOLPH,1992-06-30,11226
11644,ROBERT,MAY,1944-02-23,11227
11645,JAMES,ORTEGA,1991-11-06,11377
11646,PETER,PRICE,1949-09-24,11109
11647,MATTHEW,ROSA,1954-08-19,11226
11648,FRANK,KELLEY,1940-06-27,11227
11649,JOSEPH,WILLIAMS,1993-02-25,11226
11650,FRANK,HAYNES,1984-03-23,11226
11651,DONALD,RODRIGUEZ,1960-11-27,11226
11652,JUSTIN,MILLER,1941-12-10,11109
11653,FRED,SIMS,1954-08-13,11227
11654,ARTHUR,MULLEN,1980-04-23,11226
11655,RICHARD,MOSLEY,1994-10-20,11377
11656,DANIEL,HARRISON,1968-01-07,11226
11657,THOMAS,JONES,1961-04-24,11226
11658,ROBERT,JACKSON,1993-02-19,11226
11659,ANTHONY,BURKS,1981-02-21,11226
11660,MICHAEL,JONES,1977-11-28,11226
11661,ERNEST,GILES,1940-06-14,11226
11662,PHILIP,HAYNES,1966-02-21,11377
11663,SAMUEL,RILEY,1997-09-30,11227
11664,TODD,ORTIZ,1952-09-17,11377
11665,JAMES,WILSON,1954-05-28,11109
11666,BENJAMIN,DUNN,1971-11-01,11227
11667,PETER,SCHNEIDER,1976-03-27,11226
11668,JOHN,THOMPSON,1958-02-09,11109
11669,TODD,KEITH,1954-09-05,11226
11670,RONALD,ELLIS,1970-12-21,11377
11671,STEPHEN,SMITH,1984-12-05,11226
11672,MICHAEL,WILLIAMS,1971-10-22,11226
11673,JERRY,KINNEY,1942-05-13,11226
11674,PAUL,STONE,1968-04-02,11109
11675,TODD,ALEXANDER,1945-07-19,11227
11676,GEORGE,JENSEN,1949-01-15,11226
11677,ROBERT,NEAL,1987-03-06,11226
11678,KEITH,HENSON,1974-03-01,11226
11679,MATTHEW,SMITH,1950-06-21,11377
11680,EARL,DAVIS,1990-12-12,11377
11681,BRUCE,CARTER,1993-09-16,11226
11682,GREGORY,SCOTT,1945-12-28,11226
11683,JUAN,KELLER,1981-11-30,11226
11684,RYAN,SMITH,1972-10-29,11226
11685,JOHN,MCINTOSH,1994-03-13,11227
11686,MATTHEW,WHITE,1947-02-05,11226
11687,JONATHAN,ROMAN,1975-10-18,11226
11688,JOSEPH,JORDAN,1962-11-21,11226
11689,TIMOTHY,QUINN,1956-09-19,11226
11690,ALAN,GILLESPIE,1944-03-14,11226
11691,GARY,WALKER,1982-03-25,11377
11692,ARTHUR,MURPHY,1942-10-18,11226
11693,DAVID,PARSONS,1970-08-03,11226
11694,JAMES,WADE,1964-11-28,11377
11695,JERRY,RODRIGUEZ,1973-10-07,11226
11696,MATTHEW,REEVES,1961-10-14,11109
11697,JOHN,CASEY,1967-10-31,11226
11698,DAVID,GUZMAN,1969-07-03,11226
11699,GEORGE,FROST,1979-01-12,11226
11700,MARK,JONES,1942-11-13,11226
11701,WILLIAM,SANDERS,1975-11-23,11227
11702,LARRY,WRIGHT,1970-05-08,11377
11703,JOSHUA,WELLS,1942-10-16,11109
11704,DONALD,CALHOUN,1995-01-02,11226
11705,FRANK,CARPENTER,1956-08-18,11227
11706,RICHARD,RANDALL,1961-12-19,11227
11707,JOSEPH,MERCADO,1994-03-26,11226
11708,BRIAN,JOYNER,1991-02-18,11109
11709,RICHARD,LANE,1985-05-17,11226
11710,JOE,WHITE,1991-04-09,11377
11711,ROBERT,SWANSON,1982-01-01,11226
11712,RAYMOND,JOHNSON,1962-07-17,11227
11713,JAMES,REEVES,1977-06-03,11227
11714,WILLIAM,STEWART,1955-10-15,11377
11715,MICHAEL,MCGEE,1941-02-06,11227
11716,THOMAS,BAKER,1960-03-25,11226
11717,PHILIP,LEE,1981-01-19,11226
11718,ROBERT,CONNER,1965-04-06,11226
11719,EDWARD,GREENE,1942-05-03,11377
11720,DAVID,SCHNEIDER,1996-05-06,11226
11721,GEORGE,GRAHAM,1965-01-08,11227
11722,HARRY,FERNANDEZ,1996-07-27,11227
11723,TODD,PALMER,1949-11-24,11109
11724,GERALD,WILLIAMS,1954-06-21,11226
11725,MICHAEL,ALLEN,1963-05-21,11226
11726,MATTHEW,MASON,1984-06-05,11226
11727,ERIC,FRY,1962-11-11,11226
11728,JOSEPH,ONEAL,1951-02-05,11377
11729,JAMES,BROWN,1952-09-11,11109
11730,DAVID,VAUGHN,1970-12-01,11226
11731,RONALD,MENDEZ,1978-05-06,11227
11732,LARRY,ARMSTRONG,1951-02-14,11226
11733,ROBERT,WILLIS,1946-10-14,11227
11734,EARL,JONES,1992-10-18,11109
11735,WILLIAM,JONES,1941-03-08,11109
11736,MARK,JOHNSON,1982-03-25,11109
11737,GARY,HOLMAN,1994-05-05,11226
11738,CHARLES,GARCIA,1969-06-29,11226
11739,ROBERT,WHEELER,1959-10-29,11226
11740,JOHN,GRAY,1983-05-06,11226
11741,DOUGLAS,HUGHES,1982-10-03,11226
11742,JOHN,LESTER,1955-09-23,11226
11743,JAMES,MOSS,1975-09-03,11109
11744,RICHARD,MILLER,1968-07-05,11227
11745,JUSTIN,BELL,1961-02-20,11226
11746,JAMES,BLAKE,1992-03-26,11226
11747,GARY,LUCAS,1991-08-26,11226
11748,JOSHUA,WOODS,1948-06-24,11227
11749,MICHAEL,PATTERSON,1957-12-20,11226
11750,RICHARD,SALAS,1962-06-04,11226
11751,ROBERT,ADKINS,1984-03-30,11226
11752,RANDY,BUSH,1998-01-28,11227
11753,CHRIS,HERNANDEZ,1946-04-08,11377
11754,MICHAEL,SOSA,1965-02-14,11226
11755,JIMMY,HERMAN,1978-07-01,11226
11756,ANDREW,HILL,1998-12-16,11377
11757,DAVID,WATSON,1995-10-17,11226
11758,CHRISTOPHER,ROGERS,1994-11-08,11227
11759,ADAM,DAVENPORT,1954-05-06,11226
11760,DAVID,PHILLIPS,1947-08-28,11227
11761,ANDREW,GRANT,1972-12-08,11226
11762,PAUL,HALL,1963-06-16,11227
11763,JEFFREY,BROOKS,1997-03-27,11226
