firstname,surname,birthdate,zip_codes
MARK,SMITH,5/25/49,11109
RICHARD,GALLOWAY,7/30/45,11377
RICHARD,CRAIG,8/22/49,11226
MICHAEL,PERRY,1/8/51,11226
THOMAS,PORTER,9/29/51,11227
LARRY,OWEN,2/12/64,11226
THOMAS,HAMMOND,8/3/96,11226
JUAN,GEORGE,6/10/59,11109
WILLIAM,WILSON,4/15/95,11109
JOHNNY,MEDINA,12/2/63,11226
JOSEPH,JACKSON,1/16/88,11377
ROBERT,RICHARDSON,11/30/64,11227
STEPHEN,MORENO,12/28/97,11227
TIMOTHY,GUTIERREZ,8/16/50,11226
STEVE,GONZALEZ,10/9/97,11226
MATTHEW,ADAMS,1/16/43,11377
JASON,MASSEY,10/1/71,11226
PETER,COOKE,2/1/94,11377
HOWARD,YOUNG,7/12/71,11226
ADAM,KING,4/16/86,11109
JOHN,PAUL,10/3/42,11226
PHILIP,MASON,2/4/93,11226
ROGER,JUSTICE,6/7/85,11226
ROBERT,WILLIAMS,4/21/64,11227
JOSEPH,KING,7/15/54,11227
JAMES,SAMPSON,1/17/42,11227
ROGER,WILLIAMS,4/19/58,11227
RANDY,HOLMES,9/21/52,11109
ROY,SMITH,4/22/55,11226
EDWARD,GILL,11/17/83,11377
DONALD,DAVIS,7/1/94,11227
ROGER,HOWARD,5/5/80,11226
RICHARD,HICKS,1/27/90,11226
PATRICK,SMITH,6/15/91,11226
FRANK,LOPEZ,2/9/40,11226
SCOTT,DAVIDSON,4/4/95,11226
PATRICK,GONZALEZ,10/7/69,11227
PAUL,BISHOP,8/26/68,11377
JOHN,WILSON,2/28/74,11226
FRANK,BUCKNER,9/6/69,11226
RONALD,KERR,4/23/84,11226
RICHARD,HOPKINS,11/24/41,11109
MICHAEL,MADDEN,6/22/63,11226
DANIEL,GRAY,7/3/51,11226
WILLIAM,COLON,5/31/77,11226
MICHAEL,HARRIS,7/6/61,11377
HAROLD,GUTIERREZ,5/7/78,11377
DAVID,ALEXANDER,9/22/79,11377
JAMES,MOON,7/17/44,11226
KENNETH,HENRY,11/26/81,11227
JESSE,THOMPSON,11/14/82,11377
GEORGE,MCKENZIE,1/10/86,11227
JONATHAN,POWELL,6/9/60,11109
KENNETH,GOFF,1/29/99,11226
RICHARD,LOPEZ,7/26/52,11226
EUGENE,GILLIAM,5/28/82,11226
NICHOLAS,BENNETT,1/11/88,11226
ALBERT,PEREZ,12/29/96,11377
ANTHONY,PUCKETT,11/8/61,11109
TIMOTHY,KOCH,11/22/79,11377
DANIEL,LOTT,9/9/54,11226
ANTHONY,LOPEZ,11/17/96,11109
ROBERT,PARKER,4/3/82,11109
RUSSELL,JAMES,10/28/57,11227
JOSEPH,SNIDER,11/5/48,11226
JOHN,BUTLER,11/22/86,11227
RONALD,ELLIS,11/22/64,11226
ERIC,HALL,8/4/79,11377
MICHAEL,BARRON,11/5/48,11226
ROBERT,GARZA,5/17/40,11109
KENNETH,BELL,10/7/94,11226
JEREMY,DAVIS,4/16/41,11109
LARRY,PENA,1/5/47,11109
MICHAEL,WATTS,6/7/76,11227
JOSEPH,BYRD,4/9/46,11227
RONALD,HUGHES,8/25/48,11227
DAVID,VASQUEZ,7/10/45,11377
MARK,GOMEZ,6/8/89,11377
EDWARD,JIMENEZ,8/26/47,11109
LARRY,RICHMOND,11/29/55,11226
CRAIG,DAVIS,3/24/51,11226
PAUL,THOMAS,5/6/49,11377
BRIAN,MARTIN,7/16/64,11226
STEVEN,THOMAS,10/2/83,11377
CHARLES,JOSEPH,11/29/85,11109
DONALD,SCHNEIDER,8/8/86,11377
LARRY,ANDERSON,9/28/76,11226
JAMES,SEARS,10/31/71,11226
ROBERT,RODRIGUEZ,6/9/75,11227
DOUGLAS,CRAIG,11/26/63,11226
JERRY,ALLEN,8/23/85,11377
RYAN,SILVA,6/23/48,11226
PAUL,LOPEZ,9/30/71,11227
DAVID,STEVENS,6/1/90,11109
JEFFREY,GARCIA,7/13/53,11226
JUAN,MAY,1/14/62,11226
RONALD,GREEN,2/15/90,11226
MARK,CHAVEZ,2/1/84,11226
HENRY,JOHNSON,6/16/44,11227
PATRICK,ROACH,9/27/85,11109
RICHARD,WOODS,2/29/44,11377
ALAN,GREGORY,10/16/90,11109
ROBERT,SHELTON,8/27/50,11109
GREGORY,MARSH,4/30/96,11109
CHARLES,ANDERSON,4/29/97,11377
PETER,STONE,6/15/68,11226
JOHN,YOUNG,3/7/44,11227
JOSEPH,MURPHY,2/11/89,11227
WAYNE,CAMERON,8/9/43,11226
CHRIS,VEGA,7/23/76,11109
FRANK,JOHNSON,8/1/57,11377
MATTHEW,SPENCER,3/12/61,11377
SHAWN,LAWSON,11/24/93,11109
RICHARD,HAWKINS,9/28/77,11227
ROBERT,QUINN,2/8/65,11226
PHILIP,PARKS,2/5/97,11226
DAVID,CLARKE,4/28/78,11226
MARK,JOHNS,9/29/73,11227
DAVID,KEMP,5/11/92,11227
RICHARD,TAYLOR,4/11/92,11226
MICHAEL,MCKEE,7/14/81,11109
GEORGE,HENDRICKS,6/3/72,11226
KEITH,FAULKNER,9/4/87,11226
BRANDON,MARTINEZ,7/20/62,11226
SCOTT,JOHNSTON,6/20/59,11226
PETER,WHEELER,12/24/77,11226
JOHN,MORALES,6/2/97,11227
KEVIN,DUNCAN,2/22/71,11377
JASON,RICHARDS,3/3/90,11226
DAVID,GILBERT,6/29/70,11109
GEORGE,FRENCH,10/4/89,11226
EUGENE,CHARLES,3/19/59,11226
JOSEPH,PHILLIPS,5/7/86,11226
JASON,COLLINS,10/12/80,11377
PETER,DAVIS,3/11/61,11226
WILLIE,FISHER,11/6/51,11109
JEFFREY,HAYES,1/14/51,11226
ARTHUR,HENDERSON,11/14/82,11226
RAYMOND,JOHNSON,1/15/45,11226
EDWARD,ROBERSON,5/22/50,11109
DANIEL,PARKER,12/16/88,11226
ROGER,HILL,1/8/51,11227
MICHAEL,MAY,4/22/51,11227
HAROLD,MILLER,1/15/64,11377
MICHAEL,DOUGLAS,12/2/57,11226
MICHAEL,ABBOTT,12/25/56,11227
TIMOTHY,EVANS,7/6/51,11226
DANIEL,WILLIAMS,11/15/81,11226
MARK,PATTERSON,5/20/70,11227
MICHAEL,MARTINEZ,6/5/82,11226
PAUL,MULLEN,7/10/56,11226
JUSTIN,SWEENEY,2/6/43,11226
ANTONIO,JOHNSON,12/2/88,11227
RYAN,MILES,3/6/89,11226
JOSEPH,HOPKINS,5/10/75,11227
RICHARD,MORENO,9/27/94,11377
JAMES,WILLIAMS,3/1/56,11226
ROBERT,RYAN,1/1/55,11226
ANTHONY,ALEXANDER,4/26/76,11226
JOSE,WHITAKER,1/29/67,11377
MARK,MATTHEWS,1/7/63,11377
SEAN,TORRES,5/18/82,11227
JOHNNY,PEREZ,10/10/93,11226
RICHARD,HALL,4/13/57,11226
JOSE,BECKER,5/4/41,11377
JOSEPH,RODRIGUEZ,8/1/48,11377
MICHAEL,WEST,1/10/43,11226
CHARLES,BARKER,10/27/82,11226
JERRY,MCCARTHY,12/23/55,11226
GREGORY,ACOSTA,8/19/61,11227
TIMOTHY,WEISS,5/6/72,11226
JEFFREY,ORTIZ,1/31/71,11226
JAMES,MORTON,4/19/80,11226
MICHAEL,SMITH,3/1/87,11109
ROBERT,ORTIZ,2/17/41,11226
ROBERT,LANE,5/9/45,11226
STEPHEN,CARTER,5/31/74,11226
THOMAS,DIAZ,4/26/65,11226
TODD,PHILLIPS,1/12/63,11226
CHARLES,MELENDEZ,7/25/90,11226
JOHN,CASTRO,1/18/54,11226
MARK,WALLACE,3/4/68,11227
JOHN,ROSS,1/6/45,11227
HENRY,DOYLE,12/2/42,11226
EUGENE,PENA,7/1/40,11226
ROBERT,HUBER,9/26/87,11226
GEORGE,PEARSON,9/28/62,11377
ERIC,BYRD,1/2/65,11226
ROBERT,TAYLOR,11/1/43,11226
MICHAEL,RODRIGUEZ,1/5/47,11377
HOWARD,KNOWLES,3/18/76,11109
PAUL,WHITE,11/21/92,11227
PAUL,BROWN,4/15/97,11227
ROBERT,HESS,3/17/55,11109
JOHN,MUNOZ,4/17/49,11227
JOHN,SIMMONS,4/17/81,11377
GEORGE,MENDOZA,3/20/67,11227
JOHN,GRANT,10/15/64,11226
RAYMOND,JOHNSON,9/29/46,11227
STEPHEN,BENNETT,3/6/49,11377
WILLIAM,PETERS,12/22/76,11377
SHAWN,MARSHALL,4/7/50,11226
DONALD,HARPER,6/4/69,11377
JOSEPH,MARTIN,2/3/81,11226
CHARLES,ONEILL,8/12/57,11227
DAVID,CARROLL,4/22/58,11377
ROBERT,CAIN,9/22/96,11226
JOHN,HUBER,11/24/43,11377
DAVID,MORGAN,10/12/66,11226
JASON,MAY,8/11/51,11109
JUSTIN,BARNETT,11/5/57,11377
ROBERT,JONES,11/6/40,11377
PAUL,SMITH,4/20/56,11226
WILLIAM,CHRISTIAN,3/5/49,11226
LARRY,PEREZ,1/9/45,11377
TIMOTHY,BROWN,7/28/77,11377
RALPH,CRAFT,5/17/81,11226
DONALD,PAYNE,4/18/89,11226
STEVEN,DEJESUS,7/13/94,11227
WILLIAM,WILSON,1/30/85,11226
ROBERT,LOPEZ,7/20/67,11227
TIMOTHY,ANDREWS,6/11/49,11109
CHARLES,HARRIS,2/17/57,11226
JOSEPH,PARKER,5/10/96,11226
CHRISTOPHER,THOMAS,3/2/76,11226
ROBERT,ROBINSON,1/12/74,11226
EARL,WADE,11/4/56,11226
FRANK,MARQUEZ,11/22/99,11226
ROY,LOGAN,10/9/62,11109
TIMOTHY,MCDONALD,4/18/65,11109
ROBERT,SMITH,12/8/98,11227
JOHN,HANSON,8/7/77,11226
RONALD,HARPER,9/19/51,11226
TIMOTHY,SMITH,4/15/77,11226
GEORGE,SMITH,1/11/92,11226
CHARLES,DUNCAN,11/25/83,11226
PAUL,JACKSON,11/6/80,11226
DAVID,DAVIS,9/18/78,11227
THOMAS,MURRAY,12/20/90,11226
CHARLES,MITCHELL,3/22/94,11377
HENRY,PERKINS,7/27/87,11109
WILLIAM,PATTON,8/13/65,11226
CARLOS,JAMES,3/20/92,11226
JOSEPH,CRAWFORD,5/29/69,11227
JOSHUA,MORRIS,1/15/52,11377
ROBERT,THOMPSON,10/10/94,11226
HAROLD,ENGLISH,5/15/83,11377
JERRY,TRAVIS,10/30/96,11109
MICHAEL,SMITH,3/29/87,11109
JASON,WALKER,7/30/77,11226
RALPH,GONZALES,11/3/50,11226
ROBERT,TRAN,6/30/81,11226
ANTHONY,LARSON,11/6/84,11226
WAYNE,MADDOX,1/25/88,11227
DAVID,ELLIOTT,7/8/88,11226
DAVID,STONE,8/17/97,11226
MICHAEL,BELL,4/12/45,11377
KEITH,RODRIGUEZ,8/20/48,11109
LOUIS,MOSS,3/19/50,11226
VICTOR,BOWERS,8/13/95,11226
WILLIAM,LAWRENCE,12/10/64,11226
DAVID,HART,2/3/48,11226
SCOTT,FLORES,11/14/98,11377
WILLIE,HARPER,10/28/44,11109
THOMAS,HANSEN,7/17/65,11226
DAVID,HANSON,5/4/41,11377
CARLOS,MCCOY,1/16/44,11226
THOMAS,HARPER,4/18/65,11226
JOSEPH,FRANCO,6/19/50,11226
DAVID,SMITH,7/16/85,11377
JOHN,WILKINS,2/2/77,11227
SCOTT,REED,8/5/87,11109
JOHN,MACIAS,8/7/44,11227
DENNIS,WHITE,11/5/75,11226
DAVID,CANTU,4/20/78,11226
SHAWN,MORGAN,2/21/64,11377
SCOTT,GROSS,12/17/83,11226
JOE,STOKES,12/1/81,11226
RICHARD,LAWRENCE,11/26/48,11226
JEFFREY,SANCHEZ,4/13/78,11226
ROBERT,WATSON,3/31/85,11226
EDWARD,REYES,11/11/63,11377
THOMAS,WILSON,5/13/63,11226
DAVID,BELL,4/27/79,11109
CARLOS,PARKER,3/13/60,11226
CHARLES,BURNS,5/26/50,11226
SEAN,HUNT,4/29/53,11377
ERIC,ROGERS,1/19/90,11227
DAVID,JOHNSON,4/6/40,11226
CHRISTOPHER,HARRIS,2/19/60,11226
DONALD,SNYDER,2/1/43,11227
TERRY,MARSHALL,3/20/84,11109
EARL,FINCH,10/28/96,11226
RICHARD,ELLIS,2/10/78,11227
GERALD,GRAHAM,1/17/72,11226
RYAN,PUCKETT,12/10/44,11227
SHAWN,SIMON,11/12/44,11227
JAMES,BURKE,1/13/92,11227
HAROLD,ROBINSON,6/25/89,11227
RICHARD,GARDNER,10/6/76,11227
CRAIG,SMITH,9/24/42,11109
BRIAN,HARTMAN,11/16/95,11226
JOHN,GROSS,6/1/80,11226
MICHAEL,JOHNSON,7/10/41,11226
PAUL,MONROE,3/18/46,11377
CHARLES,FULLER,8/15/69,11226
JAMES,WILLIAMS,11/1/95,11226
MICHAEL,CHAVEZ,1/20/59,11226
EARL,MARSHALL,10/28/86,11226
GEORGE,SMITH,2/27/68,11377
JUSTIN,FREEMAN,3/13/62,11227
DANIEL,BAKER,3/24/98,11226
SCOTT,WOOD,3/11/85,11227
JEFFREY,STRONG,11/13/73,11109
MATTHEW,SLATER,12/21/80,11226
JONATHAN,CARTER,2/5/56,11109
ANTHONY,PORTER,9/18/78,11226
JAMES,WRIGHT,11/29/60,11227
ROBERT,JOHNSON,11/22/44,11226
BRIAN,ROGERS,12/25/96,11226
ROBERT,HEATH,10/18/58,11227
CARL,WARD,4/12/60,11109
GARY,MURPHY,7/20/99,11377
DOUGLAS,PHELPS,6/30/73,11377
PAUL,BROWN,7/17/50,11226
LARRY,PORTER,10/27/84,11226
CHARLES,DRAKE,5/10/66,11226
PHILIP,SCOTT,10/18/49,11227
WILLIAM,GREEN,3/31/52,11377
MICHAEL,REYES,9/13/77,11226
ANDREW,CUMMINGS,10/3/83,11227
MARK,SANDOVAL,9/10/74,11109
WILLIE,REYNOLDS,3/16/83,11377
FRANK,FRANCIS,11/30/46,11227
GARY,GUZMAN,7/31/55,11227
ROBERT,GIBSON,3/14/78,11377
ERIC,RODRIGUEZ,10/30/49,11377
BILLY,BRYANT,7/29/45,11226
VICTOR,KING,11/11/97,11226
ANTHONY,HOLMES,11/20/82,11226
GERALD,POWELL,8/9/85,11109
JOHN,BAKER,11/1/85,11227
KEVIN,SHIELDS,8/23/74,11226
JEREMY,LANE,1/3/76,11109
FRANK,JOHNSON,12/23/56,11227
JONATHAN,WEST,12/8/72,11226
LARRY,PETERSON,9/28/74,11109
ANTONIO,HERNANDEZ,11/30/59,11109
WILLIAM,WILLIAMS,7/14/88,11226
DAVID,MOORE,3/13/45,11377
CARLOS,WILLIAMSON,12/23/93,11226
GEORGE,DOUGLAS,2/6/56,11226
TIMOTHY,ALEXANDER,10/28/73,11226
JERRY,WOODS,8/20/80,11227
ANDREW,OBRIEN,1/2/89,11227
DAVID,WATSON,12/23/64,11109
SAMUEL,WILLIAMS,11/21/75,11109
DONALD,BURNS,3/12/54,11377
THOMAS,SIMS,11/21/91,11226
MICHAEL,FULTON,9/15/72,11226
ROBERT,SMITH,3/25/90,11377
JOHN,WILLIAMS,4/27/61,11226
GARY,WATKINS,4/24/87,11109
STEVE,SANDERS,10/21/40,11226
JOSEPH,CASTILLO,5/30/95,11226
JAMES,BROOKS,6/29/65,11226
WILLIAM,OBRIEN,5/19/91,11226
GEORGE,MARKS,2/21/59,11226
PETER,WILLIAMSON,8/27/76,11109
GEORGE,WYATT,6/11/46,11109
MARK,TORRES,3/19/78,11377
JOHN,FARRELL,7/6/44,11226
MICHAEL,YOUNG,3/25/92,11227
STEPHEN,GROSS,10/29/72,11109
CARL,LOPEZ,12/26/96,11226
RICHARD,GLENN,11/27/83,11226
JAMES,HARRIS,12/13/84,11377
DANIEL,GENTRY,6/17/62,11226
STEPHEN,ROBERTS,7/8/62,11226
GEORGE,MILLER,2/2/46,11226
JASON,GREENE,10/10/65,11377
EDWARD,BELL,9/11/40,11109
ROBERT,GEORGE,1/18/65,11226
DANIEL,FRAZIER,8/5/78,11227
RICHARD,GARCIA,4/26/82,11226
ERIC,CASTRO,3/2/84,11377
LAWRENCE,FISHER,4/11/74,11377
RICHARD,JONES,11/1/61,11226
GARY,HALL,10/16/47,11227
JACK,SILVA,8/8/43,11226
JAMES,ACOSTA,4/19/81,11227
DENNIS,FLORES,2/3/59,11226
KEITH,ZAMORA,3/15/57,11377
ANTHONY,BELL,5/28/72,11226
HENRY,RICHARDS,12/30/87,11227
RUSSELL,BECK,1/14/48,11226
JUAN,WALLER,3/4/66,11109
TERRY,GRIFFIN,6/18/47,11226
STEVEN,CARPENTER,3/1/81,11226
CHARLES,WILSON,5/21/49,11377
WAYNE,HANCOCK,8/20/99,11227
DANIEL,LEWIS,3/19/83,11227
LARRY,POOLE,8/13/64,11109
GEORGE,BRADLEY,12/21/67,11109
THOMAS,PETERSON,9/18/74,11227
JERRY,WILLIAMS,10/5/53,11226
MARK,MITCHELL,6/26/51,11226
EARL,LANE,3/19/64,11109
GARY,WONG,10/9/56,11377
RANDY,MARTINEZ,4/1/85,11226
PAUL,REYNOLDS,4/9/51,11226
DOUGLAS,CLEMENTS,1/16/65,11226
ROY,COLEMAN,5/1/96,11226
JOHN,LANGLEY,12/10/51,11226
ANDREW,REED,12/18/50,11226
WALTER,BONNER,5/10/48,11377
JOHN,THOMPSON,5/17/87,11226
JUSTIN,TAYLOR,5/5/83,11226
GARY,HERRERA,8/14/86,11226
WILLIAM,ALEXANDER,4/11/44,11226
RYAN,SAMPSON,1/25/55,11109
JAMES,RODRIGUEZ,2/13/81,11226
MARK,ROWE,1/2/74,11227
JOSEPH,RODRIGUEZ,3/21/50,11109
MARK,PERKINS,3/14/89,11377
ANTHONY,MCNEIL,1/29/66,11109
KENNETH,CLARK,4/4/90,11227
JOHN,HARTMAN,6/22/43,11226
WALTER,CAMERON,12/14/95,11109
JERRY,RICHARDSON,2/15/53,11226
MICHAEL,NELSON,7/7/52,11227
KEVIN,WILLIAMS,12/10/50,11226
JOHN,OBRIEN,1/21/94,11227
STEVEN,GRAY,12/6/49,11227
RYAN,JONES,10/13/73,11226
WILLIAM,KNIGHT,3/26/93,11226
JOHNNY,MCCOY,4/22/41,11227
MARTIN,WALKER,6/15/63,11226
ERIC,DAVIS,11/11/74,11227
HENRY,LESTER,6/8/87,11226
ANTHONY,BEACH,10/25/43,11227
PATRICK,LEE,2/27/83,11227
RAYMOND,ALSTON,3/15/90,11226
ROBERT,STRONG,4/17/68,11226
GEORGE,ESTRADA,2/1/72,11226
NICHOLAS,WRIGHT,3/6/48,11226
KEVIN,DAWSON,5/4/83,11226
SAMUEL,WALTON,2/20/64,11109
JOSE,HULL,10/16/44,11227
TODD,MASON,12/29/47,11226
ANDREW,DELACRUZ,12/23/66,11227
SHAWN,MARTIN,11/20/59,11227
HAROLD,KING,9/15/57,11226
WILLIAM,BOYLE,4/12/55,11377
KEVIN,SCOTT,12/14/95,11226
LAWRENCE,CRAWFORD,4/27/65,11226
JOHN,CASTANEDA,12/12/74,11226
DAVID,MYERS,7/15/61,11377
KEVIN,GREGORY,9/29/96,11109
MICHAEL,WEST,4/24/54,11226
HOWARD,JONES,9/16/96,11377
ROBERT,HEBERT,12/5/96,11227
JOSEPH,STARK,11/30/65,11226
KENNETH,BRAY,10/16/49,11227
RYAN,AYERS,6/19/97,11226
WILLIE,KELLEY,9/23/52,11227
WILLIAM,RUIZ,1/22/60,11226
GEORGE,BARLOW,12/11/78,11377
DANIEL,ADAMS,11/23/42,11226
RALPH,MCPHERSON,9/8/65,11109
MICHAEL,BROOKS,2/6/94,11226
HENRY,JONES,10/12/95,11227
WILLIAM,HAMILTON,4/27/91,11377
MICHAEL,MILES,10/14/77,11109
GREGORY,JACKSON,2/8/41,11109
RICHARD,JOHNSON,9/28/73,11109
WILLIAM,WILLIAMS,8/6/67,11377
JAMES,ROSS,1/31/47,11227
ROBERT,SMITH,1/16/60,11226
MICHAEL,PETERSON,10/26/89,11226
EDWARD,HERNANDEZ,3/11/61,11226
RYAN,CLARK,8/2/54,11227
WILLIAM,SANCHEZ,5/2/79,11377
DAVID,MURRAY,10/15/64,11226
MATTHEW,HAMPTON,8/19/42,11226
TERRY,JENKINS,7/22/78,11226
GEORGE,GOODWIN,11/27/86,11109
PETER,BLACKBURN,7/14/90,11227
DAVID,STEWART,10/25/91,11377
MARK,ALEXANDER,4/9/83,11226
CHARLES,MURRAY,3/4/52,11377
EDWARD,FRANCIS,3/28/62,11227
DONALD,HODGES,11/4/65,11109
ROBERT,WILLIAMS,2/6/89,11377
JOHN,MAXWELL,4/28/99,11227
BOBBY,NORRIS,2/22/97,11226
STEVE,THOMAS,4/8/57,11226
RONALD,WILSON,10/25/78,11109
JEFFREY,RANDALL,1/15/84,11226
THOMAS,TORRES,10/1/57,11109
JOHN,DRAKE,1/11/44,11377
STEVE,HEATH,8/28/98,11377
MARK,MARTINEZ,12/15/72,11227
ANDREW,COOK,4/17/56,11109
JAMES,WOODARD,12/19/74,11226
ERNEST,OCHOA,8/8/94,11226
BRIAN,TAYLOR,2/13/78,11226
MICHAEL,STARK,6/25/79,11226
FRED,TAYLOR,1/9/98,11227
JOHN,LEE,10/12/96,11109
JOE,MARTINEZ,1/8/72,11227
RICHARD,VALDEZ,11/13/43,11227
RICHARD,HENDERSON,7/6/90,11226
GEORGE,HERRING,5/17/41,11377
STEVEN,WARD,2/27/49,11109
LAWRENCE,LARSON,4/17/94,11226
JOHN,HURLEY,12/28/90,11227
CHRISTOPHER,FORD,12/27/92,11227
JAMES,ELLISON,3/22/71,11377
JAMES,BAILEY,4/12/96,11226
DAVID,GRIFFITH,9/14/80,11109
HENRY,SANDOVAL,6/26/99,11377
EDWARD,MURRAY,1/27/77,11226
FRED,HOOD,7/13/70,11226
RICHARD,BENTON,12/11/69,11227
JOHN,BENNETT,8/19/53,11109
GEORGE,RODRIGUEZ,9/9/70,11227
HARRY,LOPEZ,5/28/61,11109
JAMES,RHODES,9/29/86,11226
AARON,BROWN,1/2/98,11226
TIMOTHY,MILLER,8/21/75,11109
CHARLES,JACKSON,11/19/47,11226
JAMES,FISHER,3/11/58,11109
CHARLES,PARKER,3/25/98,11226
JOHN,HUNT,5/20/54,11226
PATRICK,HUGHES,10/18/95,11226
CHRISTOPHER,EVANS,2/3/67,11226
STEVEN,RODRIGUEZ,12/5/55,11227
RICHARD,MONROE,11/3/47,11226
JOHN,SHARP,7/8/98,11109
WALTER,WILSON,9/17/63,11109
RONALD,GARZA,4/29/62,11226
JOE,WEST,6/6/79,11227
TERRY,JOHNSTON,6/9/69,11227
TIMOTHY,FOSTER,8/1/85,11226
RONALD,MOODY,9/24/47,11377
RICHARD,MATHIS,6/30/67,11109
JAMES,DILLON,5/29/57,11226
DAVID,COOK,2/19/73,11377
HENRY,HERMAN,10/4/49,11109
MATTHEW,YOUNG,6/3/69,11226
RUSSELL,CARR,4/4/55,11226
ANDREW,WARREN,8/25/63,11227
ARTHUR,HILL,1/25/71,11226
WILLIAM,STEPHENS,4/2/57,11227
JAMES,IRWIN,5/14/73,11226
RICHARD,NEWMAN,11/19/64,11226
CHARLES,GONZALES,5/22/90,11226
WALTER,BEASLEY,7/31/43,11377
THOMAS,BROWN,7/1/58,11226
RAYMOND,GENTRY,3/25/69,11109
JOHN,RODGERS,11/1/80,11226
SEAN,HICKS,8/8/83,11226
ROBERT,NELSON,4/18/42,11109
STEPHEN,ROGERS,2/24/97,11377
EDWARD,PHILLIPS,2/13/52,11226
GEORGE,YOUNG,11/10/91,11226
JOHN,HAHN,7/27/81,11227
KENNETH,MCINTOSH,3/31/61,11377
LAWRENCE,HARRINGTON,6/30/42,11226
ROBERT,DAVIDSON,12/19/76,11226
MARK,KELLY,4/27/72,11226
RUSSELL,SMITH,9/3/62,11226
JAMES,SMITH,4/2/47,11377
ANTHONY,THOMAS,1/11/65,11227
MATTHEW,WADE,8/4/65,11227
JOSEPH,WRIGHT,2/13/90,11377
RICHARD,ROSE,11/14/84,11227
MATTHEW,MARTINEZ,3/31/48,11226
JACK,LEE,10/27/94,11226
MATTHEW,PRESTON,7/28/94,11227
JOHN,FRANKS,9/19/62,11227
JOSEPH,BELL,2/25/70,11227
ROGER,GREEN,12/11/47,11226
DAVID,HAMMOND,5/12/72,11227
FRED,CONWAY,4/21/99,11227
JESSE,ALEXANDER,3/18/61,11226
BILLY,KELLEY,8/25/92,11226
JASON,KELLY,12/21/48,11227
WILLIAM,KNAPP,6/13/69,11109
RICHARD,TURNER,12/16/88,11226
JOE,EWING,1/16/63,11227
MICHAEL,ROSS,8/22/95,11227
MICHAEL,ESPINOZA,9/15/65,11226
MATTHEW,JACKSON,2/9/55,11226
JERRY,DAVIS,12/2/68,11226
JAMES,CURTIS,12/28/40,11226
WILLIAM,DAVIS,8/23/90,11226
THOMAS,GARCIA,8/16/98,11226
RICHARD,HOWELL,2/15/74,11226
WILLIAM,JOHNSON,12/10/52,11226
CHARLES,CAMPBELL,12/26/68,11109
PAUL,HENDERSON,7/1/54,11109
ANDREW,WRIGHT,12/7/86,11226
JOHN,WHITE,4/24/69,11226
ANTHONY,NIXON,6/3/95,11377
CHARLES,HARTMAN,9/7/96,11377
CHARLES,GILBERT,1/7/64,11226
DENNIS,CASTILLO,8/19/70,11226
CHRIS,BOWEN,7/1/95,11226
BRIAN,HAWKINS,5/21/79,11226
RICHARD,BURKS,6/15/92,11226
JOSEPH,BURNS,3/24/40,11226
JAMES,RODRIGUEZ,3/16/93,11226
THOMAS,WHITE,6/4/60,11109
JOSE,RAY,10/28/72,11226
JOHN,MILLER,1/2/81,11109
DAVID,PALMER,5/2/84,11109
FRANK,KAUFMAN,3/5/65,11226
STEPHEN,MORGAN,7/30/78,11227
JESSE,JONES,11/22/54,11227
ADAM,DAVIS,9/1/78,11109
ANDREW,MILLER,11/5/86,11226
JOSE,HILL,9/3/79,11227
WILLIAM,EDWARDS,10/10/48,11227
KENNETH,HAMILTON,2/22/70,11377
WILLIE,ESPINOZA,4/22/66,11226
JOSHUA,WHITE,9/27/90,11227
STEPHEN,SMITH,8/10/51,11226
MARK,PIERCE,9/15/97,11109
BRIAN,CARR,5/10/80,11227
JOHN,BERRY,8/11/46,11226
CHARLES,JACKSON,12/5/97,11226
CHRIS,KEY,8/12/58,11227
CRAIG,THOMAS,10/5/59,11109
MICHAEL,MCCOY,8/4/55,11377
GERALD,WARREN,10/15/74,11109
JONATHAN,RICHARDSON,8/31/64,11226
TIMOTHY,WRIGHT,3/29/82,11377
ROBERT,PARKER,7/17/66,11377
ROBERT,LEBLANC,3/18/55,11377
MICHAEL,COOK,12/24/59,11226
JOE,FOSTER,5/17/89,11226
ROBERT,MORSE,11/26/71,11226
WILLIAM,MILLS,3/8/76,11109
BRUCE,HALL,3/5/71,11226
CHRIS,HOWELL,2/5/95,11227
DANIEL,HOOPER,4/19/52,11227
MARK,GARCIA,7/21/40,11226
PHILIP,WILLIAMS,2/4/77,11226
DANIEL,JONES,1/19/47,11377
CARL,GARZA,4/15/90,11227
LARRY,DRAKE,3/2/87,11226
DAVID,ROSS,2/3/47,11377
JOHN,BROWN,9/27/96,11226
JEFFREY,GAMBLE,9/15/43,11226
MICHAEL,SLOAN,9/23/81,11226
JOSEPH,CLARK,10/28/68,11226
JERRY,BROOKS,6/11/92,11226
WILLIAM,ROSARIO,9/17/47,11226
DENNIS,DUNN,3/22/68,11227
ANTHONY,HURLEY,4/30/97,11226
SHAWN,GRANT,12/23/94,11109
JOHN,BRADLEY,10/15/72,11227
ANTHONY,HALL,11/15/84,11377
DAVID,FUENTES,8/18/41,11109
RICHARD,LOGAN,12/6/62,11226
JUSTIN,RICHARDSON,11/18/52,11109
JUAN,FRANK,7/23/41,11227
RICHARD,JOHNSON,12/23/46,11227
RICHARD,JENKINS,12/1/40,11226
CHRISTOPHER,ROBINSON,10/28/54,11226
