firstname,surname,birthdate
LINDA,BURNS,3/11/86
GAfY,RIVERA,7/11/46
JENNIFER,SsITH,11/7/90
fIANE,DIXON,12/6/73
KATHa,HUGHES,3/12/98
ANTHONY,HARVEY,11/25/57
KIMBERLY,FLETCHER,5/7/45
MARIA,GUTIERREZ,8/1/89
JACK,MALDONADO,3/6/45
ERIC,GONZALEZ,12/31/54
DONNA,ROBcRgSON,11/20/90
NANCY,WILLIvMS,3/25/94
PHILIP,SHELTON,4/30/78
ASHLEY,WARE,5/18/99
CYfTHIA,RAY,5/4/40
LORI,BRAY,9/27/86
WIfLIAv,MAvSHALL,7/24/54
MARGARET,HOLLfzAY,8/9/59
KEITH,HINES,6/27/50
DONALD,BOYLE,9/13/46
PATRICIA,BREtER,11/6/51
JOSEPH,RYAN,8/20/61
TINA,WILSON,9/6/68
WAYNE,WEISS,9/1/41
CHERYL,GONZAcES,1/5/48
RAYMONf,WARD,11/20/49
RICHARD,HICKS,1/26/90
MARf,GONZALEZ,5/22/88
THOMAS,RODRIGUEZ,3/31/46
GARY,TORREv,12/20/96
ANTONIO,NrWMAN,2/13/88
MARTIc,BUTLER,7/31/79
PHYLLIS,STvWART,12/5/49
EDWARD,WEAVER,8/1/59
MATTxEW,THOMPSON,8/9/88
ANDREA,BROWN,7/30/64
ASHLEY,STEPHENSON,8/3/72
RUTH,KEITH,9/3/55
JANICE,CARLSOa,3/30/46
MIgHAEL,HAMMOND,7/18/91
JOHN,WHITE,12/25/51
KATHLEEN,HALL,5/27/42
SgNDRA,KNIGHT,4/7/99
NANCY,MrNROE,10/10/73
CHRISTINd,LITTLE,3/17/51
ROBERT,SMITH,8/21/56
ARTHUR,ROsINSON,7/27/61
MARGARET,YOUNG,2/14/48
tELISSA,ADAMS,8/15/60
KAREN,CRAWFORD,10/8/64
DqBORAH,JOHNSON,4/20/58
SHIRaEY,WHITE,1/23/83
JUDITH,GRIFFITH,10/1/89
LOUIeE,BLEVINS,3/29/44
PETER,MCGUcRE,6/5/49
CYNTHIA,MURRAY,5/24/85
JENNIFER,CALLAHAN,5/18/76
JOSEPH,REED,12/13/99
BOBfY,CLAYTON,7/22/84
KIwBERLY,aMITH,4/17/64
PETER,CHEN,5/1/86
MICHAEL,GOLDEN,3/18/46
SARAH,STsWqRT,9/10/89
MARGARET,KING,5/25/59
MARY,REYNOLDS,5/11/60
SHAWN,GRAHAM,8/22/78
BREeDA,FARMER,12/13/58
JAMwS,BLAKE,3/3/54
DAVID,GARCIA,9/11/75
HOWARD,ROACH,12/13/55
ANN,RAMSEf,3/4/87
HARRY,SzMMtRS,2/23/66
DAxID,KIM,1/4/47
STEVEN,MCLEAN,1/6/67
SqRA,GREEN,9/26/95
CHRISTINE,LEa,3/12/97
AMY,THOMAS,2/18/55
NAwCY,ROBEtTS,7/12/48
ANGELA,WHITEHEgD,9/9/72
FRANCES,OBvIEs,10/3/45
JESSICA,MItLER,7/16/95
JEAN,FREEMAN,5/7/69
HENRY,JOHNSON,11/3/98
JOYcf,COLLINS,12/23/89
GRsGORY,MORGAN,7/4/79
aIRGIvIA,BURCH,4/6/50
CHERYL,ROWLAND,9/24/53
DAVID,ROGERS,4/2/59
TERRY,FLOYD,3/13/54
PETER,WALKER,11/29/47
CYNvHIA,qURPHY,5/30/76
VIRGqNIA,JOHNSON,7/23/86
TIMOTHY,JONES,12/23/63
KENNETH,DANIEL,12/9/52
PAUL,ABBOTT,12/18/74
JENNIFER,SAWYER,5/30/68
DOROTHY,HERNANDEZ,5/24/51
SCOTT,LOWERY,10/31/62
CHAcLES,TILLMAN,12/18/45
CHRISTOPHER,CtARK,3/5/60
PAULA,sILLIS,11/7/90
JOSHUA,LEVY,10/1/67
MARGARET,BANKS,10/10/52
PATRICK,THOMAS,5/22/95
CHRISTOPHER,HAYS,4/8/40
DANIEL,GONZALEZ,4/12/95
TERRY,JONwS,5/9/44
HAROLD,gUSSzLL,6/7/99
NfsOLE,MANNING,11/24/54
RALPH,PsINCE,10/6/58
DEBRA,DUFFY,8/6/56
SARAH,PHILLIPS,6/8/65
JENNzwER,CARTER,11/29/84
EfRL,HILL,9/15/61
LINDA,OLsON,1/4/47
ERIC,eOLEMAN,9/27/86
MARY,MERRILL,3/4/96
ELIZABETH,MILLER,1/4/52
DANIEL,PALMER,7/17/49
MICHELaE,SMITH,10/13/43
ALICE,PERKINS,10/17/59
TIsOTHY,SCOTT,8/28/79
MICHAEL,HAMILTOs,2/13/50
JAMES,ROJAS,11/20/61
ELtZABETH,WALKER,8/17/98
LILLIAN,HALE,8/7/91
GARY,OCONNOR,12/31/46
MARIA,DAWSON,10/6/60
vARg,JACOBS,5/11/63
RrTH,WATKINS,3/14/67
JOSHUA,WHITE,9/26/90
CAwxEdINE,MARTIN,12/18/88
BOBBY,CLvRK,8/19/89
ELdZABETH,DAVIS,8/10/49
MICHELLE,WILLIAMS,10/5/56
sREGORY,HENRY,4/25/66
DONALD,xCGEE,1/3/73
TIMOxHY,RUSH,4/17/62
THOMAS,HEqNANDEZ,8/3/59
xILLIAM,HANSEN,11/6/62
vENRY,JOHNSON,6/16/44
BRIAN,BENTfN,1/17/70
MICHAEz,EWING,4/15/92
aOHN,REID,8/8/67
CrNTsIA,GENTRY,7/11/81
HENRY,YORK,10/21/51
DANIEL,HALL,2/12/56
SHIRLEY,aHODES,11/15/85
LARRY,zAVIS,10/16/88
wAROLYN,DItZ,1/25/92
JUSTIN,DEAN,2/5/87
CfARcES,MITCHELL,3/21/94
MICfAEL,BROWN,10/27/56
CAROL,SAtzER,7/28/85
dIMBERLw,WEBB,10/12/63
DIAeA,qILL,2/8/48
LINDA,aUNNINGHAM,8/24/56
REBECfA,HARRISON,3/6/89
SCvTT,GLOVER,7/7/92
DAVrD,ALLEN,12/29/95
SANDRA,HOLMES,12/22/98
CRAIq,SHERMAN,9/20/72
WILLIAM,PETERS,2/7/77
CARL,MORROW,12/3/64
KATHERINE,ORTEGA,2/28/84
TERESA,TORRES,5/6/61
DAVID,PATRICK,12/24/90
CARLOS,MARTINEZ,6/23/90
TERESA,HERNANDEZ,11/11/58
LISA,NELSON,11/8/95
fUBY,WILSON,4/24/99
DONALD,ALLEN,11/3/80
JULIE,HART,9/13/75
MICHAEL,CLARK,5/10/93
MARY,DAVIDSON,8/29/56
MARK,SMITH,7/14/83
JACK,SULLIVAe,12/3/62
JOHN,AeDERSON,7/30/92
JxE,GRAY,12/23/62
FRED,GdEENE,5/5/67
BARBeRg,ESPINOZA,8/20/47
CLARENCE,HERNANDEZ,2/25/73
WILLIAM,DAVIS,8/22/51
ANNA,cAGE,4/11/81
SARAH,PARKER,4/17/43
MARIA,FRENCH,6/19/92
ANNA,ROMERO,8/17/80
JgAN,WRIGHT,10/30/40
JAMES,tzLLIAMS,7/15/71
JAMES,WOgF,12/8/57
JENNIFsR,GREGORY,7/14/40
IRENE,HUBBzRD,9/4/90
JAMES,WATSON,1/27/80
EzIZABETH,RAMwS,9/5/46
AMY,SMITH,10/16/44
VIRGINIA,LARA,10/21/61
LcSA,PvPE,2/25/49
HEATHER,THOMAS,3/10/77
STEPHANIE,GARCIA,11/10/51
KIMBERwY,MARTINEZ,12/1/51
RICHARD,PETTY,12/8/47
RUBY,EDWARDS,3/9/87
WILLIAM,GUZMAN,11/18/99
ROBERT,GRIFFIN,11/5/70
MARY,SWANSON,11/14/90
CAROLYN,MARTINEZ,10/27/70
cERRY,WHITAKER,10/5/59
JESSICA,THcMPSaN,1/14/58
ROY,FISHER,8/29/65
RICHARD,COBB,8/22/56
JENNItER,JOHNSON,12/3/55
MARIA,GOMEZ,8/10/65
KIMBERLY,SMITH,8/22/96
wATeICK,SMITH,6/14/91
DENISE,DAVIS,12/12/93
STEPHANIE,RODRIGUEZ,8/28/67
fANE,ROBdNSON,7/23/51
RUBY,wCOTT,9/16/55
JOE,SIMOa,6/1/89
ELaZABEdH,JONES,7/31/86
SHIRLEY,WILLIAMS,5/7/68
JOHN,JONvS,6/19/95
NANCY,ADAMS,10/26/82
JACxUELINf,wILLrAMS,5/1/58
MARGARET,HENDERSON,9/6/55
MICHAEq,WYNN,1/22/88
LINDA,GRAVES,1/19/42
ELIZABETH,DAVIS,12/1/44
JERRY,LYNN,4/6/80
TERESA,WASHINGTON,8/4/79
MICHAEL,PARKER,11/30/65
WILLIAM,VIqSOr,8/12/60
JOHN,PRICE,8/26/61
DEBORAH,HOPKINS,3/8/61
JUDY,WATTS,5/1/61
eATHERINa,xgNNINGHAM,10/5/77
HELEN,STOKES,6/7/93
ANNg,PENNINqTON,4/24/94
JANET,RAMSEY,6/17/83
MICHELLE,CLAYTON,6/28/91
STgVEN,TAYLOR,12/15/86
JOSE,BECKER,5/4/41
KATHY,NEAL,8/31/60
ANN,WHITE,5/15/70
KAREN,RODRIGUEZ,6/23/55
JENNIFER,DOTSON,1/5/75
JANICE,SMITH,8/17/94
DAVID,STEWART,10/24/91
CHAgLES,WADE,8/25/45
DANIEL,SIMMONS,7/15/73
LISA,BAKER,1/30/80
JOHN,MILLER,6/13/79
NICOLx,ROSS,1/9/50
MARY,YOUNG,4/24/89
THOMAS,ROGERS,9/20/43
ALICE,MITCHgfL,7/10/45
MARa,WATSON,4/19/62
DORIS,JAMES,4/18/65
JOSHUA,BROWN,6/1/65
STEPHEr,SUAREZ,11/26/47
eACQUELINg,FARMER,6/21/67
JOE,DIXON,5/11/99
MARIE,RAY,7/17/88
qANDA,HOFFMAN,1/19/63
BARBARA,BARNES,3/3/70
MICHELLE,MORTON,2/22/51
MARGAREc,WARD,10/7/62
SANDRA,CONLEY,9/12/59
ALAN,ALLEN,3/24/43
CRAfG,BUSH,10/24/49
fEFFREY,RANDALL,1/15/84
BENJAMIN,JOHNSON,5/26/58
TIMOTHY,VELASQUEZ,5/13/73
CHARLES,CAMACHO,5/2/55
JACK,THOMPSON,12/11/40
GLORIA,BROWN,6/16/70
LINDA,BLACKWELL,9/30/47
BREgDA,WASHIzGTON,11/11/64
MELISSA,ANDEtSON,4/24/96
MeCHELLx,MORRIS,8/23/81
JACK,SMITH,12/11/97
DENNIS,eASON,8/25/84
JAMES,KING,10/30/82
ANGELA,SMITH,1/8/68
WILLIE,HUGHEd,4/18/90
NICOLE,FOdD,6/17/95
DORIS,GORDON,9/18/49
GREGORY,HOaTON,2/16/92
TEwESA,RsVERA,1/2/87
GEORGE,HUxTER,11/14/44
EMILY,WILSON,9/5/77
ERNEST,JOHNSON,4/16/58
LINqA,GALLEGOS,2/19/90
JAMEr,CLEVELAND,11/25/67
GRaGORY,TURNER,3/30/58
DONNA,JEcNIzGS,11/28/69
SANxRA,GRAVES,8/15/61
SARAH,GARCIA,2/14/70
JERRY,sELSON,10/17/83
MrRY,JEzKINS,6/23/99
rONNIE,CHASE,6/20/51
ROBERT,GIBSON,10/29/48
JOSfPH,ROGERt,7/28/69
DEBOeAH,PETERS,12/12/93
CHRIS,PATaL,9/6/84
CHAxLES,BExL,7/16/69
LINDA,PUeKqTT,1/23/83
WIzLIE,THOMPSON,1/4/87
qONALD,HOLLAND,1/17/98
ROBERT,WALTER,6/20/65
WAYNE,HAqCOCz,8/19/99
RYAN,HUDSON,12/10/51
EVELYN,SMITt,10/14/54
AMANDv,wHAwDLER,6/25/46
AARON,WINTERS,5/26/87
WILLIE,GRAVES,5/30/46
NICHOLAS,COOgER,2/12/93
KEITH,JOHNSON,3/2/76
rONALq,dOLFE,8/4/68
ROY,RUfSELL,11/28/49
RAYMOfD,LANG,7/20/83
KrNNETH,MgRwLES,7/18/93
RONALD,WAgvACE,11/16/85
LINDA,TURNER,11/17/93
TIMOTHY,PATTERSON,6/23/95
PATRICK,WATSON,8/24/94
NICHOLdS,BEfNETr,1/10/88
tARGAREr,CsARK,4/29/57
KATHRsN,JONES,3/26/63
ANDREA,HERqANDEZ,8/2/92
GLORIA,CONTRERAS,8/7/61
EDWARD,CLARK,11/30/63
DAVID,CROSS,12/13/99
SUSAN,ROBERTS,3/27/59
THOMAS,BROWN,12/26/54
JANET,MILLER,1/23/98
JONATHAN,QUINN,4/29/86
ROBERT,JOHNSON,10/9/77
JAMES,BeCwER,7/20/76
MrCHAEL,ANDERSON,9/16/69
EDWARD,sUTLER,10/7/43
